ID,Date of Payment (Payment),OR Number (Payment),Year (Payment),Lodge (Payment),Amount (Payment),Posted (Payment),User (Payment)
81592,3/2/2015,157154,2015,31,1875,1,CECILLE
81592,10/8/2014,155350,2014,31,1725,1,ALLAN
81593,11/19/2024,198847,2025,31,2600,1,ALLAN
81593,1/25/2024,193344,2024,31,2600,1,ALLAN
81593,2/17/2023,187523,2023,31,2500,1,ALLAN
81593,2/22/2022,181252,2022,31,2500,1,ALLAN
81593,2/17/2021,177790,2021,31,1725,1,ALLAN
81593,1/30/2020,175050,2020,31,1725,1,ALLAN
81593,1/7/2019,170659,2019,31,1725,1,ALLAN
81593,1/11/2018,167533,2018,31,1725,1,ALLAN
81593,1/5/2017,163486,2017,31,1875,1,ALLAN
81593,3/30/2016,161338,2016,31,1875,1,ALLAN
81593,3/2/2015,157154,2015,31,1875,1,CECILLE
81593,10/8/2014,155350,2014,31,1725,1,ALLAN
81620,1/15/2025,199617,2025,51,2600,1,ALLAN
81620,1/15/2024,192998,2024,51,2600,1,ALLAN
81620,1/19/2023,186866,2023,51,2500,1,ALLAN
81620,1/31/2022,180826,2022,51,2500,1,ALLAN
81620,4/26/2021,21-036,2021,51,1725,1,ALLAN
81620,1/14/2020,174589,2020,51,1725,1,ALLAN
81620,2/26/2019,171339,2019,51,1725,1,ALLAN
81620,3/7/2018,168289,2018,51,1725,1,ALLAN
81620,3/13/2017,164480,2017,51,1875,1,ALLAN
81620,2/10/2016,160667,2016,51,1875,1,CECILLE
81620,3/30/2015,157657,2015,51,1875,1,ALLAN
81620,1/7/2015,156315,2014,51,1725,1,ALLAN
81621,1/15/2025,199617,2025,51,2600,1,ALLAN
81621,1/15/2024,192998,2024,51,2600,1,ALLAN
81621,1/19/2023,186866,2023,51,2500,1,ALLAN
81621,1/31/2022,180826,2022,51,2500,1,ALLAN
81621,4/26/2021,21-036,2021,51,1725,1,ALLAN
81621,1/14/2020,174589,2020,51,1725,1,ALLAN
81621,2/26/2019,171339,2019,51,1725,1,ALLAN
81621,3/7/2018,168289,2018,51,1725,1,ALLAN
81621,3/13/2017,164480,2017,51,1875,1,ALLAN
81621,2/10/2016,160667,2016,51,1875,1,CECILLE
81621,3/30/2015,157657,2015,51,1875,1,ALLAN
81621,1/7/2015,156315,2014,51,1725,1,ALLAN
81622,1/15/2025,199617,2025,51,2600,1,ALLAN
81622,1/15/2024,192998,2024,51,2600,1,ALLAN
81622,1/19/2023,186866,2023,51,2500,1,ALLAN
81622,1/31/2022,180826,2022,51,2500,1,ALLAN
81622,4/26/2021,21-036,2021,51,1725,1,ALLAN
81622,1/14/2020,174589,2020,51,1725,1,ALLAN
81622,2/26/2019,171339,2019,51,1725,1,ALLAN
81622,3/7/2018,168289,2018,51,1725,1,ALLAN
81622,3/13/2017,164480,2017,51,1875,1,ALLAN
81622,2/10/2016,160667,2016,51,1875,1,CECILLE
81622,3/30/2015,157657,2015,51,1875,1,ALLAN
81622,1/7/2015,156315,2014,51,1725,1,ALLAN
81624,1/15/2025,199617,2025,51,2600,1,ALLAN
81624,1/15/2024,192998,2024,51,2600,1,ALLAN
81624,1/19/2023,186866,2023,51,2500,1,ALLAN
81624,1/31/2022,180826,2022,51,2500,1,ALLAN
81624,4/26/2021,21-036,2021,51,1725,1,ALLAN
81624,1/14/2020,174589,2020,51,1725,1,ALLAN
81624,2/26/2019,171339,2019,51,1725,1,ALLAN
81624,3/7/2018,168289,2018,51,1725,1,ALLAN
81624,3/13/2017,164480,2017,51,1875,1,ALLAN
81624,2/10/2016,160667,2016,51,1875,1,CECILLE
81624,3/30/2015,157657,2015,51,1875,1,ALLAN
81624,1/7/2015,156315,2014,51,1725,1,ALLAN
81625,1/15/2025,199617,2025,51,2600,1,ALLAN
81625,1/15/2024,192998,2024,51,2600,1,ALLAN
81625,1/19/2023,186866,2023,51,2500,1,ALLAN
81625,1/31/2022,180826,2022,51,2500,1,ALLAN
81625,4/26/2021,21-036,2021,51,1725,1,ALLAN
81625,1/14/2020,174589,2020,51,1725,1,ALLAN
81625,2/26/2019,171339,2019,51,1725,1,ALLAN
81625,3/7/2018,168289,2018,51,1725,1,ALLAN
81625,3/13/2017,164480,2017,51,1875,1,ALLAN
81625,2/10/2016,160667,2016,51,1875,1,CECILLE
81625,3/30/2015,157657,2015,51,1875,1,ALLAN
81625,1/7/2015,156315,2014,51,1725,1,ALLAN
81626,1/31/2022,180826,2022,51,2500,1,ALLAN
81626,4/26/2021,21-036,2021,51,1725,1,ALLAN
81626,1/14/2020,174589,2020,51,1725,1,ALLAN
81626,2/26/2019,171339,2019,51,1725,1,ALLAN
81626,3/7/2018,168289,2018,51,1725,1,ALLAN
81626,3/13/2017,164480,2017,51,1875,1,ALLAN
81626,2/10/2016,160667,2016,51,1875,1,CECILLE
81626,3/30/2015,157657,2015,51,1875,1,ALLAN
81626,1/7/2015,156315,2014,51,1725,1,ALLAN
81788,1/15/2025,199617,2025,51,2600,1,ALLAN
81788,1/15/2024,192998,2024,51,2600,1,ALLAN
81788,1/19/2023,186866,2023,51,2500,1,ALLAN
81788,1/31/2022,180826,2022,51,2500,1,ALLAN
81788,4/26/2021,21-036,2021,51,1725,1,ALLAN
81788,1/14/2020,174589,2020,51,1725,1,ALLAN
81788,2/26/2019,171339,2019,51,1725,1,ALLAN
81788,3/7/2018,168289,2018,51,1725,1,ALLAN
81788,3/13/2017,164480,2017,51,1875,1,ALLAN
81788,2/10/2016,160667,2016,51,1875,1,CECILLE
81788,2/10/2016,160667,2015,51,1875,1,CECILLE
81789,1/15/2025,199617,2025,51,2600,1,ALLAN
81789,1/15/2024,192998,2024,51,2600,1,ALLAN
81789,1/19/2023,186866,2023,51,2500,1,ALLAN
81789,1/31/2022,180826,2022,51,2500,1,ALLAN
81789,4/26/2021,21-036,2021,51,1725,1,ALLAN
81789,1/14/2020,174589,2020,51,1725,1,ALLAN
81789,2/26/2019,171339,2019,51,1725,1,ALLAN
81789,3/7/2018,168289,2018,51,1725,1,ALLAN
81789,3/13/2017,164480,2017,51,1875,1,ALLAN
81789,2/10/2016,160667,2016,51,1875,1,CECILLE
81789,2/10/2016,160667,2015,51,1875,1,CECILLE
81790,1/15/2025,199617,2025,51,2600,1,ALLAN
81790,1/15/2024,192998,2024,51,2600,1,ALLAN
81790,1/19/2023,186866,2023,51,2500,1,ALLAN
81790,1/31/2022,180826,2022,51,2500,1,ALLAN
81790,4/26/2021,21-036,2021,51,1725,1,ALLAN
81790,1/14/2020,174589,2020,51,1725,1,ALLAN
81790,2/26/2019,171339,2019,51,1725,1,ALLAN
81790,3/7/2018,168289,2018,51,1725,1,ALLAN
81790,3/13/2017,164480,2017,51,1875,1,ALLAN
81790,2/10/2016,160667,2016,51,1875,1,CECILLE
81790,2/10/2016,160667,2015,51,1875,1,CECILLE
81854,11/19/2024,198847,2025,31,2600,1,ALLAN
81854,1/25/2024,193344,2024,31,2600,1,ALLAN
81854,2/17/2023,187523,2023,31,2500,1,ALLAN
81854,2/22/2022,181252,2022,31,2500,1,ALLAN
81854,2/17/2021,177790,2021,31,1725,1,ALLAN
81854,1/30/2020,175050,2020,31,1725,1,ALLAN
81854,1/7/2019,170659,2019,31,1725,1,ALLAN
81854,1/11/2018,167533,2018,31,1725,1,ALLAN
81854,1/5/2017,163486,2017,31,1875,1,ALLAN
81854,2/19/2016,160788,2016,31,1875,1,CECILLE
81854,5/27/2015,158404,2015,31,1875,1,CECILLE
81907,1/14/2025,199569,2025,352,2600,1,ALLAN
81907,1/15/2024,193026,2024,352,2600,1,ALLAN
81907,1/13/2023,186719,2023,352,2500,1,ALLAN
81907,1/24/2022,180712,2022,352,2500,1,ALLAN
81907,1/21/2021,177315,2021,352,1725,1,ALLAN
81907,12/23/2019,174298,2020,352,1725,1,ALLAN
81907,1/15/2019,170816,2019,352,1725,1,ALLAN
81907,1/18/2018,167690,2018,352,1725,1,ALLAN
81907,1/18/2018,167690,2017,352,1875,1,ALLAN
81908,1/14/2025,199569,2025,352,2600,1,ALLAN
81908,1/15/2024,193026,2024,352,2600,1,ALLAN
81908,1/13/2023,186719,2023,352,2500,1,ALLAN
81908,1/24/2022,180712,2022,352,2500,1,ALLAN
81908,1/21/2021,177315,2021,352,1725,1,ALLAN
81908,12/23/2019,174298,2020,352,1725,1,ALLAN
81908,1/15/2019,170816,2019,352,1725,1,ALLAN
81908,1/18/2018,167690,2018,352,1725,1,ALLAN
81908,1/20/2017,163781,2017,352,1875,1,ALLAN
81908,1/15/2016,160363,2016,352,1875,1,ALLAN
81908,8/8/2015,158922,2015,352,1875,1,ALLAN
81967,1/20/2025,199746,2025,69,2600,1,ALLAN
81967,1/31/2024,193512,2024,69,2600,1,ALLAN
81967,12/29/2022,186474,2023,69,2500,1,ALLAN
81967,4/11/2022,22-007,2022,69,2500,1,ALLAN
81967,4/26/2021,21-039,2021,69,1725,1,ALLAN
81967,1/16/2020,174693,2020,69,1725,1,ALLAN
81967,1/18/2019,170872,2019,69,1725,1,ALLAN
81967,1/8/2018,167477,2018,69,1725,1,ALLAN
81967,3/14/2017,164497,2017,69,1875,1,ALLAN
81967,3/14/2017,164497,2016,69,1875,1,ALLAN
82064,3/28/2025,434,2025,15,2600,1,ALLAN
82064,2/14/2024,193859,2024,15,2600,1,ALLAN
82064,2/7/2023,187280,2023,15,2500,1,ALLAN
82064,2/21/2022,181212,2022,15,2500,1,ALLAN
82064,1/20/2021,177272,2021,15,1725,1,ALLAN
82064,2/14/2020,175325,2020,15,1725,1,ALLAN
82064,3/18/2019,171697,2019,15,1725,1,ALLAN
82064,2/26/2018,168180,2018,15,1725,1,ALLAN
82064,3/15/2017,164578,2017,15,1875,1,ALLAN
82064,3/28/2016,161323,2016,15,1875,1,ALLAN
82064,3/28/2016,161323,2015,15,1875,1,ALLAN
82113,1/14/2025,199569,2025,352,2600,1,ALLAN
82113,1/15/2024,193026,2024,352,2600,1,ALLAN
82113,1/13/2023,186719,2023,352,2500,1,ALLAN
82113,1/24/2022,180712,2022,352,2500,1,ALLAN
82113,1/21/2021,177315,2021,352,1725,1,ALLAN
82113,12/23/2019,174298,2020,352,1725,1,ALLAN
82113,1/15/2019,170816,2019,352,1725,1,ALLAN
82113,1/18/2018,167690,2018,352,1725,1,ALLAN
82113,1/20/2017,163781,2017,352,1875,1,ALLAN
82113,9/8/2016,162568,2016,352,1875,1,ALLAN
82114,1/14/2025,199569,2025,352,2600,1,ALLAN
82114,1/15/2024,193026,2024,352,2600,1,ALLAN
82114,1/13/2023,186719,2023,352,2500,1,ALLAN
82114,1/24/2022,180712,2022,352,2500,1,ALLAN
82114,1/21/2021,177315,2021,352,1725,1,ALLAN
82114,12/23/2019,174298,2020,352,1725,1,ALLAN
82114,1/15/2019,170816,2019,352,1725,1,ALLAN
82114,1/18/2018,167690,2018,352,1725,1,ALLAN
82114,1/20/2017,163781,2017,352,1875,1,ALLAN
82114,12/6/2016,163310,2016,352,1875,1,CECILLE
82115,1/14/2025,199569,2025,352,2600,1,ALLAN
82115,1/15/2024,193026,2024,352,2600,1,ALLAN
82115,1/13/2023,186719,2023,352,2500,1,ALLAN
82115,1/24/2022,180712,2022,352,2500,1,ALLAN
82115,1/21/2021,177315,2021,352,1725,1,ALLAN
82115,12/23/2019,174298,2020,352,1725,1,ALLAN
82115,1/15/2019,170816,2019,352,1725,1,ALLAN
82115,1/15/2019,170816,2018,352,1725,1,ALLAN
82116,1/24/2022,180712,2022,352,2500,1,ALLAN
82116,1/21/2021,177315,2021,352,1725,1,ALLAN
82116,12/23/2019,174298,2020,352,1725,1,ALLAN
82116,1/15/2019,170816,2019,352,1725,1,ALLAN
82116,1/18/2018,167690,2018,352,1725,1,ALLAN
82116,1/18/2018,167690,2017,352,1875,1,ALLAN
82136,1/14/2025,199569,2025,352,2600,1,ALLAN
82136,1/15/2024,193026,2024,352,2600,1,ALLAN
82136,1/13/2023,186719,2023,352,2500,1,ALLAN
82136,1/24/2022,180712,2022,352,2500,1,ALLAN
82136,1/21/2021,177315,2021,352,1725,1,ALLAN
82136,12/23/2019,174298,2020,352,1725,1,ALLAN
82136,1/15/2019,170816,2019,352,1725,1,ALLAN
82136,1/18/2018,167690,2018,352,1725,1,ALLAN
82136,1/20/2017,163781,2017,352,1875,1,ALLAN
82136,1/15/2016,160363,2016,352,1875,1,ALLAN
82136,3/16/2015,157430,2015,352,1875,1,CECILLE
82136,1/31/2015,156748,2014,352,1725,1,ALLAN
82313,1/14/2025,199569,2025,352,2600,1,ALLAN
82313,1/15/2024,193026,2024,352,2600,1,ALLAN
82313,1/13/2023,186719,2023,352,2500,1,ALLAN
82313,1/24/2022,180712,2022,352,2500,1,ALLAN
82313,1/21/2021,177315,2021,352,1725,1,ALLAN
82313,12/23/2019,174298,2020,352,1725,1,ALLAN
82313,1/15/2019,170816,2019,352,1725,1,ALLAN
82313,1/18/2018,167690,2018,352,1725,1,ALLAN
82313,1/20/2017,163781,2017,352,1875,1,ALLAN
82313,1/15/2016,160363,2016,352,1875,1,ALLAN
82313,3/16/2015,157430,2015,352,1875,1,CECILLE
82313,1/31/2015,156748,2014,352,1725,1,ALLAN
82400,11/19/2024,198847,2025,31,2600,1,ALLAN
82400,1/25/2024,193344,2024,31,2600,1,ALLAN
82400,2/17/2023,187523,2023,31,2500,1,ALLAN
82400,2/22/2022,181252,2022,31,2500,1,ALLAN
82400,2/17/2021,177790,2021,31,1725,1,ALLAN
82400,1/30/2020,175050,2020,31,1725,1,ALLAN
82400,9/19/2018,170022,2019,31,1725,1,CECILLE
82400,1/11/2018,167533,2018,31,1725,1,ALLAN
82400,1/5/2017,163486,2017,31,1875,1,ALLAN
82400,3/30/2016,161338,2016,31,1875,1,ALLAN
82400,4/1/2015,157799,2015,31,1875,1,ALLAN
82401,8/6/2025,2322,2026,31,2850,1,CECILLE
82401,11/12/2024,198757,2025,31,2600,1,ALLAN
82401,1/25/2024,193344,2024,31,2600,1,ALLAN
82401,2/17/2023,187523,2023,31,2500,1,ALLAN
82401,2/22/2022,181252,2022,31,2500,1,ALLAN
82401,2/17/2021,177790,2021,31,1725,1,ALLAN
82401,1/30/2020,175050,2020,31,1725,1,ALLAN
82401,9/19/2018,170022,2019,31,1725,1,CECILLE
82401,10/23/2017,166376,2018,31,1725,1,CECILLE
82401,10/24/2016,162945,2017,31,1875,1,ALLAN
82401,2/19/2016,160788,2016,31,1875,1,CECILLE
82401,3/16/2015,157425,2015,31,1875,1,CECILLE
82415,3/26/2025,389,2025,346,2600,1,ALLAN
82415,2/15/2024,193889,2024,346,2600,1,ALLAN
82415,1/13/2023,186720,2023,346,2500,1,ALLAN
82415,2/18/2022,181196,2022,346,2500,1,ALLAN
82415,2/18/2021,177813,2021,346,1725,1,ALLAN
82415,3/3/2020,175616,2020,346,1725,1,ALLAN
82415,1/11/2019,170733,2019,346,1725,1,ALLAN
82415,3/14/2018,168447,2018,346,1725,1,ALLAN
82415,3/15/2017,164589,2017,346,1875,1,ALLAN
82415,7/30/2016,16-148,2016,346,1875,1,ALLAN
82415,4/26/2016,161678,2015,346,1875,1,ALLAN
82416,3/26/2025,389,2025,346,2600,1,ALLAN
82416,2/15/2024,193889,2024,346,2600,1,ALLAN
82416,1/13/2023,186720,2023,346,2500,1,ALLAN
82416,2/18/2022,181196,2022,346,2500,1,ALLAN
82416,2/18/2021,177813,2021,346,1725,1,ALLAN
82416,3/3/2020,175616,2020,346,1725,1,ALLAN
82416,1/11/2019,170733,2019,346,1725,1,ALLAN
82416,3/14/2018,168447,2018,346,1725,1,ALLAN
82416,3/15/2017,164589,2017,346,1875,1,ALLAN
82416,3/15/2017,164589,2016,346,1875,1,ALLAN
82416,4/26/2016,161678,2015,346,1875,1,ALLAN
82417,3/26/2025,389,2025,346,2600,1,ALLAN
82417,2/15/2024,193889,2024,346,2600,1,ALLAN
82417,1/13/2023,186720,2023,346,2500,1,ALLAN
82417,2/18/2022,181196,2022,346,2500,1,ALLAN
82417,2/18/2021,177813,2021,346,1725,1,ALLAN
82417,3/3/2020,175616,2020,346,1725,1,ALLAN
82417,1/11/2019,170733,2019,346,1725,1,ALLAN
82417,3/14/2018,168447,2018,346,1725,1,ALLAN
82417,3/15/2017,164589,2017,346,1875,1,ALLAN
82417,7/30/2016,16-148,2016,346,1875,1,ALLAN
82417,4/26/2016,161678,2015,346,1875,1,ALLAN
82418,3/26/2025,389,2025,346,2600,1,ALLAN
82418,2/15/2024,193889,2024,346,2600,1,ALLAN
82418,1/13/2023,186720,2023,346,2500,1,ALLAN
82418,2/18/2022,181196,2022,346,2500,1,ALLAN
82418,2/18/2021,177813,2021,346,1725,1,ALLAN
82418,3/3/2020,175616,2020,346,1725,1,ALLAN
82418,1/11/2019,170733,2019,346,1725,1,ALLAN
82418,3/14/2018,168447,2018,346,1725,1,ALLAN
82418,3/15/2017,164589,2017,346,1875,1,ALLAN
82418,3/15/2017,164589,2016,346,1875,1,ALLAN
82418,4/26/2016,161678,2015,346,1875,1,ALLAN
82816,11/19/2024,198847,2025,31,2600,1,ALLAN
82816,1/25/2024,193344,2024,31,2600,1,ALLAN
82816,3/7/2023,187908,2023,31,2500,1,ALLAN
82816,2/22/2022,181252,2022,31,2500,1,ALLAN
82816,2/17/2021,177790,2021,31,1725,1,ALLAN
82816,1/30/2020,175050,2020,31,1725,1,ALLAN
82816,1/7/2019,170659,2019,31,1725,1,ALLAN
82816,1/11/2018,167533,2018,31,1725,1,ALLAN
82816,1/5/2017,163486,2017,31,1875,1,ALLAN
82816,3/10/2016,161018,2016,31,1875,1,ALLAN
82816,7/28/2015,158835,2015,31,1875,1,CECILLE
82907,1/14/2025,199569,2025,352,2600,1,ALLAN
82907,1/15/2024,193026,2024,352,2600,1,ALLAN
82907,1/13/2023,186719,2023,352,2500,1,ALLAN
82907,1/24/2022,180712,2022,352,2500,1,ALLAN
82907,1/21/2021,177315,2021,352,1725,1,ALLAN
82907,12/23/2019,174298,2020,352,1725,1,ALLAN
82907,1/15/2019,170816,2019,352,1725,1,ALLAN
82907,1/18/2018,167690,2018,352,1725,1,ALLAN
82907,1/20/2017,163781,2017,352,1875,1,ALLAN
82907,1/15/2016,160363,2016,352,1875,1,ALLAN
82907,8/8/2015,158922,2015,352,1875,1,ALLAN
82908,1/14/2025,199569,2025,352,2600,1,ALLAN
82908,1/15/2024,193026,2024,352,2600,1,ALLAN
82908,1/13/2023,186719,2023,352,2500,1,ALLAN
82908,1/24/2022,180712,2022,352,2500,1,ALLAN
82908,1/21/2021,177315,2021,352,1725,1,ALLAN
82908,12/23/2019,174298,2020,352,1725,1,ALLAN
82908,1/15/2019,170816,2019,352,1725,1,ALLAN
82908,1/18/2018,167690,2018,352,1725,1,ALLAN
82908,1/18/2018,167690,2017,352,1875,1,ALLAN
83033,1/14/2025,199569,2025,352,2600,1,ALLAN
83033,1/15/2024,193026,2024,352,2600,1,ALLAN
83033,1/13/2023,186719,2023,352,2500,1,ALLAN
83033,1/24/2022,180712,2022,352,2500,1,ALLAN
83033,1/21/2021,177315,2021,352,1725,1,ALLAN
83033,12/23/2019,174298,2020,352,1725,1,ALLAN
83033,1/15/2019,170816,2019,352,1725,1,ALLAN
83033,1/18/2018,167690,2018,352,1725,1,ALLAN
83033,1/20/2017,163781,2017,352,1875,1,ALLAN
83033,12/6/2016,163310,2016,352,1875,1,CECILLE
83034,1/14/2025,199569,2025,352,2600,1,ALLAN
83034,1/15/2024,193026,2024,352,2600,1,ALLAN
83034,1/13/2023,186719,2023,352,2500,1,ALLAN
83034,1/24/2022,180712,2022,352,2500,1,ALLAN
83034,1/21/2021,177315,2021,352,1725,1,ALLAN
83034,12/23/2019,174298,2020,352,1725,1,ALLAN
83034,1/15/2019,170816,2019,352,1725,1,ALLAN
83034,1/15/2019,170816,2018,352,1725,1,ALLAN
83063,11/19/2024,198847,2025,31,2600,1,ALLAN
83063,1/25/2024,193344,2024,31,2600,1,ALLAN
83063,2/17/2023,187523,2023,31,2500,1,ALLAN
83063,2/22/2022,181252,2022,31,2500,1,ALLAN
83063,2/17/2021,177790,2021,31,1725,1,ALLAN
83063,1/30/2020,175050,2020,31,1725,1,ALLAN
83063,1/7/2019,170659,2019,31,1725,1,ALLAN
83063,1/11/2018,167533,2018,31,1725,1,ALLAN
83063,1/5/2017,163486,2017,31,1875,1,ALLAN
83063,2/19/2016,160788,2016,31,1875,1,CECILLE
83063,8/25/2015,159041,2015,31,1875,1,CECILLE
83064,11/19/2024,198847,2025,31,2600,1,ALLAN
83064,1/25/2024,193344,2024,31,2600,1,ALLAN
83064,3/7/2023,187908,2023,31,2500,1,ALLAN
83064,2/22/2022,181252,2022,31,2500,1,ALLAN
83064,2/17/2021,177790,2021,31,1725,1,ALLAN
83064,1/30/2020,175050,2020,31,1725,1,ALLAN
83064,1/7/2019,170659,2019,31,1725,1,ALLAN
83064,1/11/2018,167533,2018,31,1725,1,ALLAN
83064,1/5/2017,163486,2017,31,1875,1,ALLAN
83064,3/30/2016,161338,2016,31,1875,1,ALLAN
83064,11/25/2015,159832,2015,31,1875,1,CECILLE
83065,11/19/2024,198847,2025,31,2600,1,ALLAN
83065,1/25/2024,193344,2024,31,2600,1,ALLAN
83065,2/17/2023,187523,2023,31,2500,1,ALLAN
83065,2/22/2022,181252,2022,31,2500,1,ALLAN
83065,2/17/2021,177790,2021,31,1725,1,ALLAN
83065,1/30/2020,175050,2020,31,1725,1,ALLAN
83065,1/7/2019,170659,2019,31,1725,1,ALLAN
83065,1/11/2018,167533,2018,31,1725,1,ALLAN
83065,3/27/2017,164746,2017,31,1875,1,ALLAN
83066,11/19/2024,198847,2025,31,2600,1,ALLAN
83066,1/25/2024,193344,2024,31,2600,1,ALLAN
83066,2/17/2023,187523,2023,31,2500,1,ALLAN
83066,2/22/2022,181252,2022,31,2500,1,ALLAN
83066,2/17/2021,177790,2021,31,1725,1,ALLAN
83066,1/30/2020,175050,2020,31,1725,1,ALLAN
83066,1/7/2019,170659,2019,31,1725,1,ALLAN
83066,11/20/2017,166630,2018,31,1725,1,ALLAN
83066,1/5/2017,163486,2017,31,1875,1,ALLAN
83066,6/8/2016,161932,2016,31,1875,1,CECILLE
83067,11/19/2024,198847,2025,31,2600,1,ALLAN
83067,1/25/2024,193344,2024,31,2600,1,ALLAN
83067,3/7/2023,187908,2023,31,2500,1,ALLAN
83067,2/22/2022,181252,2022,31,2500,1,ALLAN
83067,2/17/2021,177790,2021,31,1725,1,ALLAN
83067,1/30/2020,175050,2020,31,1725,1,ALLAN
83067,1/7/2019,170659,2019,31,1725,1,ALLAN
83067,1/11/2018,167533,2018,31,1725,1,ALLAN
83067,1/5/2017,163486,2017,31,1875,1,ALLAN
83067,3/10/2016,161018,2016,31,1875,1,ALLAN
83067,11/25/2015,159832,2015,31,1875,1,CECILLE
83163,3/26/2025,389,2025,346,2600,1,ALLAN
83163,2/15/2024,193889,2024,346,2600,1,ALLAN
83163,1/13/2023,186720,2023,346,2500,1,ALLAN
83163,2/18/2022,181196,2022,346,2500,1,ALLAN
83163,2/18/2021,177813,2021,346,1725,1,ALLAN
83163,3/3/2020,175616,2020,346,1725,1,ALLAN
83163,1/11/2019,170733,2019,346,1725,1,ALLAN
83163,3/14/2018,168447,2018,346,1725,1,ALLAN
83163,3/15/2017,164589,2017,346,1875,1,ALLAN
83163,3/15/2017,164589,2016,346,1875,1,ALLAN
83164,3/26/2025,389,2025,346,2600,1,ALLAN
83164,2/15/2024,193889,2024,346,2600,1,ALLAN
83164,1/13/2023,186720,2023,346,2500,1,ALLAN
83164,2/18/2022,181196,2022,346,2500,1,ALLAN
83164,2/18/2021,177813,2021,346,1725,1,ALLAN
83164,3/3/2020,175616,2020,346,1725,1,ALLAN
83164,1/11/2019,170733,2019,346,1725,1,ALLAN
83164,3/14/2018,168447,2018,346,1725,1,ALLAN
83164,3/15/2017,164589,2017,346,1875,1,ALLAN
83164,3/15/2017,164589,2016,346,1875,1,ALLAN
83165,3/26/2025,389,2025,346,2600,1,ALLAN
83165,2/15/2024,193889,2024,346,2600,1,ALLAN
83165,1/13/2023,186720,2023,346,2500,1,ALLAN
83165,2/18/2022,181196,2022,346,2500,1,ALLAN
83165,2/18/2021,177813,2021,346,1725,1,ALLAN
83165,3/3/2020,175616,2020,346,1725,1,ALLAN
83165,1/11/2019,170733,2019,346,1725,1,ALLAN
83165,3/14/2018,168447,2018,346,1725,1,ALLAN
83165,3/15/2017,164589,2017,346,1875,1,ALLAN
83165,3/15/2017,164589,2016,346,1875,1,ALLAN
83173,1/20/2025,199746,2025,69,2600,1,ALLAN
83173,1/31/2024,193512,2024,69,2600,1,ALLAN
83173,12/29/2022,186474,2023,69,2500,1,ALLAN
83173,4/11/2022,22-007,2022,69,2500,1,ALLAN
83173,4/26/2021,21-039,2021,69,1725,1,ALLAN
83173,1/16/2020,174693,2020,69,1725,1,ALLAN
83173,1/18/2019,170872,2019,69,1725,1,ALLAN
83173,1/24/2018,167766,2018,69,1725,1,ALLAN
83173,1/8/2018,167476,2017,69,1875,1,ALLAN
83286,11/19/2024,198847,2025,31,2600,1,ALLAN
83286,1/25/2024,193344,2024,31,2600,1,ALLAN
83286,2/17/2023,187523,2023,31,2500,1,ALLAN
83286,2/22/2022,181252,2022,31,2500,1,ALLAN
83286,2/17/2021,177790,2021,31,1725,1,ALLAN
83286,1/30/2020,175050,2020,31,1725,1,ALLAN
83286,1/7/2019,170659,2019,31,1725,1,ALLAN
83286,1/11/2018,167533,2018,31,1725,1,ALLAN
83286,1/5/2017,163486,2017,31,1875,1,ALLAN
83286,1/5/2017,163487,2016,31,1875,1,ALLAN
83287,11/19/2024,198847,2025,31,2600,1,ALLAN
83287,1/25/2024,193344,2024,31,2600,1,ALLAN
83287,2/17/2023,187523,2023,31,2500,1,ALLAN
83287,2/22/2022,181252,2022,31,2500,1,ALLAN
83287,2/17/2021,177790,2021,31,1725,1,ALLAN
83287,1/30/2020,175050,2020,31,1725,1,ALLAN
83287,1/7/2019,170659,2019,31,1725,1,ALLAN
83287,1/11/2018,167533,2018,31,1725,1,ALLAN
83287,1/5/2017,163486,2017,31,1875,1,ALLAN
83287,1/5/2017,163487,2016,31,1875,1,ALLAN
83290,11/19/2024,198847,2025,31,2600,1,ALLAN
83290,1/25/2024,193344,2024,31,2600,1,ALLAN
83290,3/7/2023,187908,2023,31,2500,1,ALLAN
83290,2/22/2022,181252,2022,31,2500,1,ALLAN
83290,2/17/2021,177790,2021,31,1725,1,ALLAN
83290,1/30/2020,175050,2020,31,1725,1,ALLAN
83290,1/7/2019,170659,2019,31,1725,1,ALLAN
83290,1/11/2018,167533,2018,31,1725,1,ALLAN
83290,1/5/2017,163486,2017,31,1875,1,ALLAN
83290,1/5/2017,163487,2016,31,1875,1,ALLAN
83792,3/28/2025,434,2025,15,2600,1,ALLAN
83792,2/14/2024,193859,2024,15,2600,1,ALLAN
83792,2/7/2023,187280,2023,15,2500,1,ALLAN
83792,2/21/2022,181212,2022,15,2500,1,ALLAN
83792,1/20/2021,177272,2021,15,1725,1,ALLAN
83792,2/14/2020,175325,2020,15,1725,1,ALLAN
83792,3/18/2019,171697,2019,15,1725,1,ALLAN
83792,2/26/2018,168180,2018,15,1725,1,ALLAN
83792,3/13/2018,168410,2017,15,1875,1,ALLAN
83794,3/28/2025,434,2025,15,2600,1,ALLAN
83794,2/14/2024,193859,2024,15,2600,1,ALLAN
83794,2/7/2023,187280,2023,15,2500,1,ALLAN
83794,2/21/2022,181212,2022,15,2500,1,ALLAN
83794,1/20/2021,177272,2021,15,1725,1,ALLAN
83794,1/20/2021,177272,2020,15,1725,1,ALLAN
83794,1/20/2021,177272,2019,15,1725,1,ALLAN
83795,3/28/2025,434,2025,15,2600,1,ALLAN
