ID,Date of Payment (Payment),OR Number (Payment),Year (Payment),Lodge (Payment),Amount (Payment),Posted (Payment),User (Payment)
79648,3/3/2020,175616,2020,346,1725,1,ALLAN
79648,1/11/2019,170733,2019,346,1725,1,ALLAN
79648,4/30/2018,18-053,2018,346,1725,1,ALLAN
79648,3/15/2017,164589,2017,346,1875,1,ALLAN
79648,7/30/2016,16-148,2016,346,1875,1,ALLAN
79648,3/31/2015,157761,2015,346,1875,1,ALLAN
79648,3/31/2015,157761,2014,346,1725,1,ALLAN
79648,3/19/2014,153082,2013,346,1425,1,ALLAN
79725,1/14/2025,199569,2025,352,2600,1,ALLAN
79725,1/15/2024,193026,2024,352,2600,1,ALLAN
79725,1/13/2023,186719,2023,352,2500,1,ALLAN
79725,1/24/2022,180712,2022,352,2500,1,ALLAN
79725,1/21/2021,177315,2021,352,1725,1,ALLAN
79725,12/23/2019,174298,2020,352,1725,1,ALLAN
79725,1/15/2019,170816,2019,352,1725,1,ALLAN
79725,1/18/2018,167690,2018,352,1725,1,ALLAN
79725,1/20/2017,163781,2017,352,1875,1,ALLAN
79725,1/15/2016,160363,2016,352,1875,1,ALLAN
79725,3/16/2015,157430,2015,352,1875,1,CECILLE
79725,6/7/2014,154059,2014,352,1725,1,ALLAN
79725,4/30/2014,14-119,2013,352,1425,1,ALLAN
80074,1/14/2025,199569,2025,352,2600,1,ALLAN
80074,1/15/2024,193026,2024,352,2600,1,ALLAN
80074,1/13/2023,186719,2023,352,2500,1,ALLAN
80074,1/24/2022,180712,2022,352,2500,1,ALLAN
80074,1/21/2021,177315,2021,352,1725,1,ALLAN
80074,12/23/2019,174298,2020,352,1725,1,ALLAN
80074,1/15/2019,170816,2019,352,1725,1,ALLAN
80074,1/18/2018,167690,2018,352,1725,1,ALLAN
80074,1/20/2017,163781,2017,352,1875,1,ALLAN
80074,1/15/2016,160363,2016,352,1875,1,ALLAN
80074,3/16/2015,157430,2015,352,1875,1,CECILLE
80074,1/31/2015,156748,2014,352,1725,1,ALLAN
80075,1/14/2025,199569,2025,352,2600,1,ALLAN
80075,1/15/2024,193026,2024,352,2600,1,ALLAN
80075,1/13/2023,186719,2023,352,2500,1,ALLAN
80075,1/24/2022,180712,2022,352,2500,1,ALLAN
80075,1/21/2021,177315,2021,352,1725,1,ALLAN
80075,12/23/2019,174298,2020,352,1725,1,ALLAN
80075,1/15/2019,170816,2019,352,1725,1,ALLAN
80075,1/18/2018,167690,2018,352,1725,1,ALLAN
80075,1/20/2017,163781,2017,352,1875,1,ALLAN
80075,1/15/2016,160363,2016,352,1875,1,ALLAN
80075,3/16/2015,157430,2015,352,1875,1,CECILLE
80075,1/31/2015,156748,2014,352,1725,1,ALLAN
80149,3/26/2025,389,2025,346,2600,1,ALLAN
80149,2/15/2024,193889,2024,346,2600,1,ALLAN
80149,1/13/2023,186720,2023,346,2500,1,ALLAN
80149,2/18/2022,181196,2022,346,2500,1,ALLAN
80149,2/18/2021,177813,2021,346,1725,1,ALLAN
80149,3/3/2020,175616,2020,346,1725,1,ALLAN
80149,1/11/2019,170733,2019,346,1725,1,ALLAN
80149,3/14/2018,168447,2018,346,1725,1,ALLAN
80149,11/8/2017,166533,2017,346,1875,1,ALLAN
80149,7/30/2016,16-148,2016,346,1875,1,ALLAN
80149,3/31/2015,157761,2015,346,1875,1,ALLAN
80149,3/31/2015,157761,2014,346,1725,1,ALLAN
80150,3/26/2025,389,2025,346,2600,1,ALLAN
80150,2/15/2024,193889,2024,346,2600,1,ALLAN
80150,1/13/2023,186720,2023,346,2500,1,ALLAN
80150,2/18/2022,181196,2022,346,2500,1,ALLAN
80150,2/18/2021,177813,2021,346,1725,1,ALLAN
80150,3/3/2020,175616,2020,346,1725,1,ALLAN
80150,1/11/2019,170733,2019,346,1725,1,ALLAN
80150,4/30/2018,18-053,2018,346,1725,1,ALLAN
80150,3/15/2017,164589,2017,346,1875,1,ALLAN
80150,7/30/2016,16-148,2016,346,1875,1,ALLAN
80150,7/25/2015,15-188,2015,346,1875,1,ALLAN
80151,3/26/2025,389,2025,346,2600,1,ALLAN
80151,2/15/2024,193889,2024,346,2600,1,ALLAN
80151,1/13/2023,186720,2023,346,2500,1,ALLAN
80151,2/18/2022,181196,2022,346,2500,1,ALLAN
80151,2/18/2021,177813,2021,346,1725,1,ALLAN
80151,3/3/2020,175616,2020,346,1725,1,ALLAN
80151,1/11/2019,170733,2019,346,1725,1,ALLAN
80151,3/14/2018,168447,2018,346,1725,1,ALLAN
80151,3/15/2017,164589,2017,346,1875,1,ALLAN
80151,7/30/2016,16-148,2016,346,1875,1,ALLAN
80151,7/25/2015,15-188,2015,346,1875,1,ALLAN
80152,3/26/2025,389,2025,346,2600,1,ALLAN
80152,2/15/2024,193889,2024,346,2600,1,ALLAN
80152,1/13/2023,186720,2023,346,2500,1,ALLAN
80152,2/18/2022,181196,2022,346,2500,1,ALLAN
80152,2/18/2021,177813,2021,346,1725,1,ALLAN
80152,3/3/2020,175616,2020,346,1725,1,ALLAN
80152,1/11/2019,170733,2019,346,1725,1,ALLAN
80152,3/14/2018,168447,2018,346,1725,1,ALLAN
80152,11/8/2017,166533,2017,346,1875,1,ALLAN
80159,3/28/2025,434,2025,15,2600,1,ALLAN
80159,2/14/2024,193859,2024,15,2600,1,ALLAN
80159,2/7/2023,187280,2023,15,2500,1,ALLAN
80159,2/21/2022,181212,2022,15,2500,1,ALLAN
80159,1/20/2021,177272,2021,15,1725,1,ALLAN
80159,2/14/2020,175325,2020,15,1725,1,ALLAN
80159,3/18/2019,171697,2019,15,1725,1,ALLAN
80159,2/26/2018,168180,2018,15,1725,1,ALLAN
80159,3/15/2017,164578,2017,15,1875,1,ALLAN
80159,3/28/2016,161323,2016,15,1875,1,ALLAN
80159,1/29/2015,156707,2015,15,1875,1,CECILLE
80159,2/26/2015,157094,2014,15,1725,1,ALLAN
80160,3/28/2025,434,2025,15,2600,1,ALLAN
80160,2/14/2024,193859,2024,15,2600,1,ALLAN
80160,2/7/2023,187280,2023,15,2500,1,ALLAN
80160,2/21/2022,181212,2022,15,2500,1,ALLAN
80160,1/20/2021,177272,2021,15,1725,1,ALLAN
80160,2/14/2020,175325,2020,15,1725,1,ALLAN
80160,3/18/2019,171697,2019,15,1725,1,ALLAN
80160,2/26/2018,168180,2018,15,1725,1,ALLAN
80160,3/15/2017,164578,2017,15,1875,1,ALLAN
80160,3/28/2016,161323,2016,15,1875,1,ALLAN
80160,3/31/2015,157758,2015,15,1875,1,ALLAN
80160,2/26/2015,157094,2014,15,1725,1,ALLAN
80161,3/28/2025,434,2025,15,2600,1,ALLAN
80161,2/14/2024,193859,2024,15,2600,1,ALLAN
80161,2/7/2023,187280,2023,15,2500,1,ALLAN
80161,2/21/2022,181212,2022,15,2500,1,ALLAN
80161,1/20/2021,177272,2021,15,1725,1,ALLAN
80161,2/14/2020,175325,2020,15,1725,1,ALLAN
80161,3/18/2019,171697,2019,15,1725,1,ALLAN
80161,2/26/2018,168180,2018,15,1725,1,ALLAN
80161,3/15/2017,164578,2017,15,1875,1,ALLAN
80161,3/28/2016,161323,2016,15,1875,1,ALLAN
80161,3/31/2015,157758,2015,15,1875,1,ALLAN
80161,2/26/2015,157094,2014,15,1725,1,ALLAN
80175,3/26/2025,389,2025,346,2600,1,ALLAN
80175,2/15/2024,193889,2024,346,2600,1,ALLAN
80175,1/13/2023,186720,2023,346,2500,1,ALLAN
80175,2/18/2022,181196,2022,346,2500,1,ALLAN
80175,2/18/2021,177813,2021,346,1725,1,ALLAN
80175,3/3/2020,175616,2020,346,1725,1,ALLAN
80175,1/11/2019,170733,2019,346,1725,1,ALLAN
80175,3/14/2018,168447,2018,346,1725,1,ALLAN
80175,3/15/2017,164589,2017,346,1875,1,ALLAN
80175,7/30/2016,16-148,2016,346,1875,1,ALLAN
80175,3/31/2015,157761,2015,346,1875,1,ALLAN
80175,3/31/2015,157761,2014,346,1725,1,ALLAN
80175,3/19/2014,153082,2013,346,1425,1,ALLAN
80176,3/26/2025,389,2025,346,2600,1,ALLAN
80176,2/15/2024,193889,2024,346,2600,1,ALLAN
80176,1/13/2023,186720,2023,346,2500,1,ALLAN
80176,2/18/2022,181196,2022,346,2500,1,ALLAN
80176,2/18/2021,177813,2021,346,1725,1,ALLAN
80176,3/3/2020,175616,2020,346,1725,1,ALLAN
80176,1/11/2019,170733,2019,346,1725,1,ALLAN
80176,3/14/2018,168447,2018,346,1725,1,ALLAN
80176,3/15/2017,164589,2017,346,1875,1,ALLAN
80176,7/30/2016,16-148,2016,346,1875,1,ALLAN
80176,3/31/2015,157761,2015,346,1875,1,ALLAN
80176,3/31/2015,157761,2014,346,1725,1,ALLAN
80176,3/19/2014,153082,2013,346,1425,1,ALLAN
80214,1/15/2025,199617,2025,51,2600,1,ALLAN
80214,1/15/2024,192998,2024,51,2600,1,ALLAN
80214,1/19/2023,186866,2023,51,2500,1,ALLAN
80214,1/31/2022,180826,2022,51,2500,1,ALLAN
80214,4/26/2021,21-036,2021,51,1725,1,ALLAN
80214,1/14/2020,174589,2020,51,1725,1,ALLAN
80214,2/26/2019,171339,2019,51,1725,1,ALLAN
80214,3/7/2018,168289,2018,51,1725,1,ALLAN
80214,3/13/2017,164480,2017,51,1875,1,ALLAN
80214,2/10/2016,160667,2016,51,1875,1,CECILLE
80214,3/30/2015,157657,2015,51,1875,1,ALLAN
80214,5/14/2014,153836,2014,51,1725,1,ALLAN
80214,2/28/2014,13-478,2013,51,1425,1,ALLAN
80401,1/15/2025,199617,2025,51,2600,1,ALLAN
80401,1/15/2024,192998,2024,51,2600,1,ALLAN
80401,1/19/2023,186866,2023,51,2500,1,ALLAN
80401,1/31/2022,180826,2022,51,2500,1,ALLAN
80401,4/26/2021,21-036,2021,51,1725,1,ALLAN
80401,1/14/2020,174589,2020,51,1725,1,ALLAN
80401,2/26/2019,171339,2019,51,1725,1,ALLAN
80401,3/7/2018,168289,2018,51,1725,1,ALLAN
80401,3/13/2017,164480,2017,51,1875,1,ALLAN
80401,2/10/2016,160667,2016,51,1875,1,CECILLE
80401,3/30/2015,157657,2015,51,1875,1,ALLAN
80401,1/7/2015,156315,2014,51,300,1,ALLAN
80401,2/11/2014,152437,2014,51,1425,1,ALLAN
80401,2/28/2014,13-478,2013,51,1425,1,ALLAN
80402,1/15/2025,199617,2025,51,2600,1,ALLAN
80402,1/15/2024,192998,2024,51,2600,1,ALLAN
80402,1/19/2023,186866,2023,51,2500,1,ALLAN
80402,1/31/2022,180826,2022,51,2500,1,ALLAN
80402,4/26/2021,21-036,2021,51,1725,1,ALLAN
80402,1/14/2020,174589,2020,51,1725,1,ALLAN
80402,2/26/2019,171339,2019,51,1725,1,ALLAN
80402,3/7/2018,168289,2018,51,1725,1,ALLAN
80402,3/13/2017,164480,2017,51,1875,1,ALLAN
80402,2/10/2016,160667,2016,51,1875,1,CECILLE
80402,3/30/2015,157657,2015,51,1875,1,ALLAN
80402,1/7/2015,156315,2014,51,300,1,ALLAN
80402,2/11/2014,152437,2014,51,1425,1,ALLAN
80402,2/28/2014,13-478,2013,51,1425,1,ALLAN
80403,1/15/2025,199617,2025,51,2600,1,ALLAN
80403,1/15/2024,192998,2024,51,2600,1,ALLAN
80403,1/19/2023,186866,2023,51,2500,1,ALLAN
80403,1/31/2022,180826,2022,51,2500,1,ALLAN
80403,4/26/2021,21-036,2021,51,1725,1,ALLAN
80403,1/14/2020,174589,2020,51,1725,1,ALLAN
80403,2/26/2019,171339,2019,51,1725,1,ALLAN
80403,3/7/2018,168289,2018,51,1725,1,ALLAN
80403,3/13/2017,164480,2017,51,1875,1,ALLAN
80403,2/10/2016,160667,2016,51,1875,1,CECILLE
80403,3/30/2015,157657,2015,51,1875,1,ALLAN
80403,1/7/2015,156315,2014,51,1725,1,ALLAN
80403,2/28/2014,13-478,2013,51,1425,1,ALLAN
80404,1/15/2025,199617,2025,51,2600,1,ALLAN
80404,1/15/2024,192998,2024,51,2600,1,ALLAN
80404,1/19/2023,186866,2023,51,2500,1,ALLAN
80404,1/31/2022,180826,2022,51,2500,1,ALLAN
80404,4/26/2021,21-036,2021,51,1725,1,ALLAN
80404,1/14/2020,174589,2020,51,1725,1,ALLAN
80404,2/26/2019,171339,2019,51,1725,1,ALLAN
80404,3/7/2018,168289,2018,51,1725,1,ALLAN
80404,3/13/2017,164480,2017,51,1875,1,ALLAN
80404,2/10/2016,160667,2016,51,1875,1,CECILLE
80404,3/30/2015,157657,2015,51,1875,1,ALLAN
80404,1/7/2015,156315,2014,51,1725,1,ALLAN
80404,2/28/2014,13-478,2013,51,1425,1,ALLAN
80584,1/15/2025,199617,2025,51,2600,1,ALLAN
80584,1/15/2024,192998,2024,51,2600,1,ALLAN
80584,1/19/2023,186866,2023,51,2500,1,ALLAN
80584,1/31/2022,180826,2022,51,2500,1,ALLAN
80584,4/26/2021,21-036,2021,51,1725,1,ALLAN
80584,1/14/2020,174589,2020,51,1725,1,ALLAN
80584,2/26/2019,171339,2019,51,1725,1,ALLAN
80584,3/7/2018,168289,2018,51,1725,1,ALLAN
80584,3/13/2017,164480,2017,51,1875,1,ALLAN
80584,2/10/2016,160667,2016,51,1875,1,CECILLE
80584,3/30/2015,157657,2015,51,1875,1,ALLAN
80584,1/7/2015,156315,2014,51,1725,1,ALLAN
80586,1/15/2025,199617,2025,51,2600,1,ALLAN
80586,1/15/2024,192998,2024,51,2600,1,ALLAN
80586,1/19/2023,186866,2023,51,2500,1,ALLAN
80586,1/31/2022,180826,2022,51,2500,1,ALLAN
80586,4/26/2021,21-036,2021,51,1725,1,ALLAN
80586,1/14/2020,174589,2020,51,1725,1,ALLAN
80586,2/26/2019,171339,2019,51,1725,1,ALLAN
80586,3/7/2018,168289,2018,51,1725,1,ALLAN
80586,3/13/2017,164480,2017,51,1875,1,ALLAN
80586,2/10/2016,160667,2016,51,1875,1,CECILLE
80586,3/30/2015,157657,2015,51,1875,1,ALLAN
80586,1/7/2015,156315,2014,51,1725,1,ALLAN
80586,2/28/2014,13-478,2013,51,1425,1,ALLAN
80587,1/15/2025,199617,2025,51,2600,1,ALLAN
80587,1/15/2024,192998,2024,51,2600,1,ALLAN
80587,1/15/2024,192998,2023,51,2500,1,ALLAN
80587,1/31/2022,180826,2022,51,2500,1,ALLAN
80587,4/26/2021,21-036,2021,51,1725,1,ALLAN
80587,2/18/2021,177827,2020,51,1725,1,ALLAN
80587,2/26/2019,171339,2019,51,1725,1,ALLAN
80587,3/7/2018,168289,2018,51,1725,1,ALLAN
80587,3/13/2017,164480,2017,51,1875,1,ALLAN
80587,2/10/2016,160667,2016,51,1875,1,CECILLE
80587,2/27/2015,157111,2015,51,1875,1,CECILLE
80587,1/7/2015,156315,2014,51,1725,1,ALLAN
80587,2/28/2014,13-478,2013,51,1425,1,ALLAN
80588,1/15/2025,199617,2025,51,2600,1,ALLAN
80588,1/15/2024,192998,2024,51,2600,1,ALLAN
80588,1/19/2023,186866,2023,51,2500,1,ALLAN
80588,1/31/2022,180826,2022,51,2500,1,ALLAN
80588,4/26/2021,21-036,2021,51,1725,1,ALLAN
80588,1/14/2020,174589,2020,51,1725,1,ALLAN
80588,2/26/2019,171339,2019,51,1725,1,ALLAN
80588,3/7/2018,168289,2018,51,1725,1,ALLAN
80588,3/13/2017,164480,2017,51,1875,1,ALLAN
80588,2/10/2016,160667,2016,51,1875,1,CECILLE
80588,3/30/2015,157657,2015,51,1875,1,ALLAN
80588,1/7/2015,156315,2014,51,1725,1,ALLAN
80588,2/28/2014,13-478,2013,51,1425,1,ALLAN
80661,1/15/2025,199617,2025,51,2600,1,ALLAN
80661,1/15/2024,192998,2024,51,2600,1,ALLAN
80661,1/19/2023,186866,2023,51,2500,1,ALLAN
80661,1/31/2022,180826,2022,51,2500,1,ALLAN
80661,4/26/2021,21-036,2021,51,1725,1,ALLAN
80661,1/14/2020,174589,2020,51,1725,1,ALLAN
80661,2/26/2019,171339,2019,51,1725,1,ALLAN
80661,3/7/2018,168289,2018,51,1725,1,ALLAN
80661,3/13/2017,164480,2017,51,1875,1,ALLAN
80661,2/10/2016,160667,2016,51,1875,1,CECILLE
80661,3/30/2015,157657,2015,51,1875,1,ALLAN
80661,11/12/2014,155795,2014,51,1725,1,ALLAN
80666,1/15/2025,199617,2025,51,2600,1,ALLAN
80666,1/15/2024,192998,2024,51,2600,1,ALLAN
80666,1/19/2023,186866,2023,51,2500,1,ALLAN
80666,1/31/2022,180826,2022,51,2500,1,ALLAN
80666,4/26/2021,21-036,2021,51,1725,1,ALLAN
80666,1/14/2020,174589,2020,51,1725,1,ALLAN
80666,2/26/2019,171339,2019,51,1725,1,ALLAN
80666,3/7/2018,168289,2018,51,1725,1,ALLAN
80666,3/13/2017,164480,2017,51,1875,1,ALLAN
80666,2/10/2016,160667,2016,51,1875,1,CECILLE
80666,3/30/2015,157657,2015,51,1875,1,ALLAN
80666,1/7/2015,156315,2014,51,1725,1,ALLAN
80667,1/15/2025,199617,2025,51,2600,1,ALLAN
80667,1/15/2024,192998,2024,51,2600,1,ALLAN
80667,1/19/2023,186866,2023,51,2500,1,ALLAN
80667,1/31/2022,180826,2022,51,2500,1,ALLAN
80667,4/26/2021,21-036,2021,51,1725,1,ALLAN
80667,2/18/2021,177827,2020,51,1725,1,ALLAN
80667,2/18/2021,177827,2019,51,1725,1,ALLAN
80668,1/15/2025,199617,2025,51,2600,1,ALLAN
80668,1/15/2024,192998,2024,51,2600,1,ALLAN
80668,1/19/2023,186866,2023,51,2500,1,ALLAN
80668,1/31/2022,180826,2022,51,2500,1,ALLAN
80668,4/26/2021,21-036,2021,51,1725,1,ALLAN
80668,1/14/2020,174589,2020,51,1725,1,ALLAN
80668,2/26/2019,171339,2019,51,1725,1,ALLAN
80668,3/7/2018,168289,2018,51,1725,1,ALLAN
80668,3/13/2017,164480,2017,51,1875,1,ALLAN
80668,2/10/2016,160667,2016,51,1875,1,CECILLE
80668,3/30/2015,157657,2015,51,1875,1,ALLAN
80668,5/14/2014,153836,2014,51,1725,1,ALLAN
80669,1/15/2025,199617,2025,51,2600,1,ALLAN
80669,1/15/2024,192998,2024,51,2600,1,ALLAN
80669,1/19/2023,186866,2023,51,2500,1,ALLAN
80669,1/31/2022,180826,2022,51,2500,1,ALLAN
80669,4/26/2021,21-036,2021,51,1725,1,ALLAN
80669,1/14/2020,174589,2020,51,1725,1,ALLAN
80669,2/26/2019,171339,2019,51,1725,1,ALLAN
80669,3/7/2018,168289,2018,51,1725,1,ALLAN
80669,3/13/2017,164480,2017,51,1875,1,ALLAN
80669,2/10/2016,160667,2016,51,1875,1,CECILLE
80669,3/30/2015,157657,2015,51,1875,1,ALLAN
80669,11/12/2014,155795,2014,51,1725,1,ALLAN
80670,1/15/2025,199617,2025,51,2600,1,ALLAN
80670,1/15/2024,192998,2024,51,2600,1,ALLAN
80670,1/19/2023,186866,2023,51,2500,1,ALLAN
80670,1/31/2022,180826,2022,51,2500,1,ALLAN
80670,4/26/2021,21-036,2021,51,1725,1,ALLAN
80670,1/14/2020,174589,2020,51,1725,1,ALLAN
80670,2/26/2019,171339,2019,51,1725,1,ALLAN
80670,3/7/2018,168289,2018,51,1725,1,ALLAN
80670,3/13/2017,164480,2017,51,1875,1,ALLAN
80670,2/10/2016,160667,2016,51,1875,1,CECILLE
80670,3/30/2015,157657,2015,51,1875,1,ALLAN
80670,11/12/2014,155795,2014,51,1725,1,ALLAN
80671,1/15/2025,199617,2025,51,2600,1,ALLAN
80671,1/15/2024,192998,2024,51,2600,1,ALLAN
80671,1/19/2023,186866,2023,51,2500,1,ALLAN
80671,1/31/2022,180826,2022,51,2500,1,ALLAN
80671,4/26/2021,21-036,2021,51,1725,1,ALLAN
80671,1/14/2020,174589,2020,51,1725,1,ALLAN
80671,2/26/2019,171339,2019,51,1725,1,ALLAN
80671,3/7/2018,168289,2018,51,1725,1,ALLAN
80671,3/13/2017,164480,2017,51,1875,1,ALLAN
80671,2/10/2016,160667,2016,51,1875,1,CECILLE
80671,3/30/2015,157657,2015,51,1875,1,ALLAN
80671,1/7/2015,156315,2014,51,1725,1,ALLAN
80864,11/19/2024,198847,2025,31,2600,1,ALLAN
80864,1/25/2024,193344,2024,31,2600,1,ALLAN
80864,2/17/2023,187523,2023,31,2500,1,ALLAN
80864,2/22/2022,181252,2022,31,2500,1,ALLAN
80864,2/17/2021,177790,2021,31,1725,1,ALLAN
80864,1/30/2020,175050,2020,31,1725,1,ALLAN
80864,1/7/2019,170659,2019,31,1725,1,ALLAN
80864,1/11/2018,167533,2018,31,1725,1,ALLAN
80864,1/5/2017,163486,2017,31,1875,1,ALLAN
80864,3/30/2016,161338,2016,31,1875,1,ALLAN
80864,4/1/2015,157799,2015,31,1875,1,ALLAN
80864,9/3/2014,154963,2014,31,1725,1,CECILLE
81051,3/26/2025,389,2025,346,2600,1,ALLAN
81051,2/15/2024,193889,2024,346,2600,1,ALLAN
81051,1/13/2023,186720,2023,346,2500,1,ALLAN
81051,2/18/2022,181196,2022,346,2500,1,ALLAN
81051,2/18/2021,177813,2021,346,1725,1,ALLAN
81051,3/3/2020,175616,2020,346,1725,1,ALLAN
81051,1/11/2019,170733,2019,346,1725,1,ALLAN
81051,3/14/2018,168447,2018,346,1725,1,ALLAN
81051,3/15/2017,164589,2017,346,1875,1,ALLAN
81051,4/28/2017,17-051,2016,346,1875,1,ALLAN
81052,3/26/2025,389,2025,346,2600,1,ALLAN
81052,2/15/2024,193889,2024,346,2600,1,ALLAN
81052,1/13/2023,186720,2023,346,2500,1,ALLAN
81052,2/18/2022,181196,2022,346,2500,1,ALLAN
81052,2/18/2021,177813,2021,346,1725,1,ALLAN
81052,3/3/2020,175616,2020,346,1725,1,ALLAN
81052,1/11/2019,170733,2019,346,1725,1,ALLAN
81052,3/14/2018,168447,2018,346,1725,1,ALLAN
81052,3/15/2017,164589,2017,346,1875,1,ALLAN
81052,7/30/2016,16-148,2016,346,1875,1,ALLAN
81052,3/31/2015,157761,2015,346,1875,1,ALLAN
81052,3/31/2015,157761,2014,346,1725,1,ALLAN
81053,3/26/2025,389,2025,346,2600,1,ALLAN
81053,2/15/2024,193889,2024,346,2600,1,ALLAN
81053,1/13/2023,186720,2023,346,2500,1,ALLAN
81053,2/18/2022,181196,2022,346,2500,1,ALLAN
81053,2/18/2021,177813,2021,346,1725,1,ALLAN
81053,3/3/2020,175616,2020,346,1725,1,ALLAN
81053,1/11/2019,170733,2019,346,1725,1,ALLAN
81053,3/14/2018,168447,2018,346,1725,1,ALLAN
81053,3/15/2017,164589,2017,346,1875,1,ALLAN
81053,7/30/2016,16-148,2016,346,1875,1,ALLAN
81053,3/31/2015,157761,2015,346,1875,1,ALLAN
81053,3/31/2015,157761,2014,346,1725,1,ALLAN
81054,3/26/2025,389,2025,346,2600,1,ALLAN
81054,2/15/2024,193889,2024,346,2600,1,ALLAN
81054,1/13/2023,186720,2023,346,2500,1,ALLAN
81054,2/18/2022,181196,2022,346,2500,1,ALLAN
81054,2/18/2021,177813,2021,346,1725,1,ALLAN
81054,3/3/2020,175616,2020,346,1725,1,ALLAN
81054,1/11/2019,170733,2019,346,1725,1,ALLAN
81054,4/30/2018,18-053,2018,346,1725,1,ALLAN
81054,11/8/2017,166533,2017,346,1875,1,ALLAN
81054,10/30/2015,15-308,2016,346,1875,1,ALLAN
81054,7/25/2015,15-188,2015,346,1875,1,ALLAN
81057,1/15/2025,199617,2025,51,2600,1,ALLAN
81057,1/15/2024,192998,2024,51,2600,1,ALLAN
81057,1/19/2023,186866,2023,51,2500,1,ALLAN
81057,1/31/2022,180826,2022,51,2500,1,ALLAN
81057,4/26/2021,21-036,2021,51,1725,1,ALLAN
81057,1/14/2020,174589,2020,51,1725,1,ALLAN
81057,2/26/2019,171339,2019,51,1725,1,ALLAN
81057,3/7/2018,168289,2018,51,1725,1,ALLAN
81057,3/13/2017,164480,2017,51,1875,1,ALLAN
81057,2/10/2016,160667,2016,51,1875,1,CECILLE
81057,3/30/2015,157657,2015,51,1875,1,ALLAN
81057,11/12/2014,155795,2014,51,1725,1,ALLAN
81057,2/28/2014,13-478,2013,51,1425,1,ALLAN
81217,1/15/2025,199617,2025,51,2600,1,ALLAN
81217,1/15/2024,192998,2024,51,2600,1,ALLAN
81217,1/19/2023,186866,2023,51,2500,1,ALLAN
81217,1/31/2022,180826,2022,51,2500,1,ALLAN
81217,4/26/2021,21-036,2021,51,1725,1,ALLAN
81217,1/14/2020,174589,2020,51,1725,1,ALLAN
81217,2/26/2019,171339,2019,51,1725,1,ALLAN
81217,3/7/2018,168289,2018,51,1725,1,ALLAN
81217,3/13/2017,164480,2017,51,1875,1,ALLAN
81217,2/10/2016,160667,2016,51,1875,1,CECILLE
81217,3/30/2015,157657,2015,51,1875,1,ALLAN
81217,1/7/2015,156315,2014,51,1725,1,ALLAN
81271,3/28/2025,434,2025,15,2600,1,ALLAN
81271,2/14/2024,193859,2024,15,2600,1,ALLAN
81271,2/7/2023,187280,2023,15,2500,1,ALLAN
81271,2/21/2022,181212,2022,15,2500,1,ALLAN
81271,1/20/2021,177272,2021,15,1725,1,ALLAN
81271,2/14/2020,175325,2020,15,1725,1,ALLAN
81271,3/18/2019,171697,2019,15,1725,1,ALLAN
81271,2/26/2018,168180,2018,15,1725,1,ALLAN
81271,3/15/2017,164578,2017,15,1875,1,ALLAN
81271,3/28/2016,161323,2016,15,1875,1,ALLAN
81271,3/28/2016,161323,2015,15,1875,1,ALLAN
81344,1/15/2025,199617,2025,51,2600,1,ALLAN
81344,1/15/2024,192998,2024,51,2600,1,ALLAN
81344,1/19/2023,186866,2023,51,2500,1,ALLAN
81344,1/31/2022,180826,2022,51,2500,1,ALLAN
81344,4/26/2021,21-036,2021,51,1725,1,ALLAN
81344,1/14/2020,174589,2020,51,1725,1,ALLAN
81344,2/26/2019,171339,2019,51,1725,1,ALLAN
81344,3/7/2018,168289,2018,51,1725,1,ALLAN
81344,11/28/2017,166823,2017,51,1875,1,CECILLE
81344,2/10/2016,160667,2016,51,1875,1,CECILLE
81344,2/10/2016,160667,2015,51,1875,1,CECILLE
81345,1/15/2025,199617,2025,51,2600,1,ALLAN
81345,1/15/2024,192998,2024,51,2600,1,ALLAN
81345,1/19/2023,186866,2023,51,2500,1,ALLAN
81345,1/31/2022,180826,2022,51,2500,1,ALLAN
81345,4/26/2021,21-036,2021,51,1725,1,ALLAN
81345,1/14/2020,174589,2020,51,1725,1,ALLAN
81345,2/26/2019,171339,2019,51,1725,1,ALLAN
81345,3/7/2018,168289,2018,51,1725,1,ALLAN
81345,3/13/2017,164480,2017,51,1875,1,ALLAN
81345,2/10/2016,160667,2016,51,1875,1,CECILLE
81345,3/30/2015,157657,2015,51,1875,1,ALLAN
81345,1/7/2015,156315,2014,51,1725,1,ALLAN
81587,11/19/2024,198847,2025,31,2600,1,ALLAN
81587,1/25/2024,193344,2024,31,2600,1,ALLAN
81587,2/17/2023,187523,2023,31,2500,1,ALLAN
81587,2/17/2023,187523,2022,31,2500,1,ALLAN
81587,2/17/2023,187523,2021,31,1725,1,ALLAN
81592,8/6/2025,2322,2026,31,2850,1,CECILLE
81592,11/19/2024,198847,2025,31,2600,1,ALLAN
81592,1/25/2024,193344,2024,31,2600,1,ALLAN
81592,2/17/2023,187523,2023,31,2500,1,ALLAN
81592,2/22/2022,181252,2022,31,2500,1,ALLAN
81592,2/17/2021,177790,2021,31,1725,1,ALLAN
81592,1/30/2020,175050,2020,31,1725,1,ALLAN
81592,1/7/2019,170659,2019,31,1725,1,ALLAN
81592,11/20/2017,166630,2018,31,1725,1,ALLAN
81592,1/5/2017,163486,2017,31,1875,1,ALLAN
81592,3/10/2016,161018,2016,31,1875,1,ALLAN
