ID,Date (Activities),Type (Activities),Action (Activities),Notes (Activities)
84819,12/04/2019,Regular,Accepted,RAISED [15] MMR 09/07/19- CIR. 12/10/19 [JOEL]
84819,03/04/2022,Regular,Accepted, MM CERT ISSUED 12/15/2021 S.I NO. 214457; PROF EXAM 12/21/2019[JOEL]
84832,04/01/2017,Petitioner,No Action,ML (31) OR# 164745 - CIR. 03/30/17 [JEN];
84832,11/02/2017,Petitioner,No Action,INITIATED (31) PER MMR 10/21/17 [JHEZ];
84832,12/16/2019,Regular,Accepted,RAISED [31] MMR 02/12/19- CIR. 12/20/19 [JOEL]
84833,04/01/2017,Petitioner,No Action,"ML (31) OR# 164745, NO LAST PAGE - CIR. 03/30/17 [JEN];"
84833,07/26/2018,Petitioner,Accepted,ML(31) CIR 07/30/18 [MENG] OR#169636
84833,01/19/2019,Petitioner,Accepted,REJECTED(31) MMR 10/13./18- CIR. 01/20/19 [JOEL]
84833,02/19/2021,Petitioner,Accepted,PASSED [31] MMR 12/17/2020 [JOEL]
84833,03/18/2022,Regular,Accepted,RAISED [31] MMR 02/19/2021 CIR. 03/20/2022 [JOEL]
84833,03/07/2024,Regular,Accepted,MM CERT ISSUED 01/20/2023; PROF EXAM 11/26/2022 [JOEL]
84834,04/01/2017,Petitioner,No Action,ML (31) OR# 164745 - CIR. 03/30/17 [JEN];
84834,07/26/2018,Petitioner,Accepted,ML(31) CIR 07/30/18 [MENG] OR#169632
84834,02/19/2020,Petitioner,Accepted,INITIATED [31] MMR 05/25/2019 [MON]
84834,02/19/2021,Petitioner,Accepted,PASSED [31] MMR 11/19/2020 [JOEL]
84834,05/12/2022,Regular,Accepted,RAISED [31] PER 2021 A/R [JOEL]
84834,03/07/2024,Regular,Accepted,MM CERT ISSUED 10/28/2024; PROF EXAM 10/12/2024 [JOEL]
84941,02/20/2024,Regular,Accepted,DECEASED [346] MMR 01/2024 CIR 02/20/2024 [JOEL]
84942,12/05/2024,Regular,Accepted,MM CERT ISSUED 11/30/2024; PROF EXAM 04/20/2024 [JOEL]
84995,05/22/2017,Petitioner,No Action,ML (346) OR# 164971 - CIR. 07/10/17 [JEN];
84995,07/28/2018,Petitioner,Accepted,REJECTED(346) PER MMR 04/21/18- CIR 07/30/18 [MENG];
84995,02/18/2019,Petitioner,Accepted,ELECTED 11/24/18 MMR 11/24/18 RONA
84995,07/20/2019,Regular,Accepted,RAISED [346] MMR 04/12/19- CIR. 07/20/19 [JOEL]
84997,05/22/2017,Petitioner,No Action,ML (346) OR# 164971 - CIR. 04/30/17 [JEN];
84997,07/28/2018,Petitioner,Accepted,REJECTED(346) PER MMR 04/21/18- CIR 07/30/18 [MENG];
84997,02/28/2020,Petitioner,Accepted,REJECTED [346] MMR 11/22/19- CIR. 02/29/2020 [JOEL]
85310,07/21/2017,Petitioner,No Action,ML (31) OR#165592 - CIR. 07/30/17 [JEN];
85310,02/19/2020,Petitioner,Accepted,PASSED [31] MMR 05/18/2019 [MON]
85310,02/20/2020,Regular,Accepted,RAISED [31] MMR 06/19- CIR. 02/20/2020 [JOEL]
85310,08/15/2023,Regular,Accepted,MM CERT ISSUED 07/10/2023; PROF EXAM 06/17/2023 [JOEL]
85318,07/26/2017,Petitioner,No Action,ML (352) OR# 165615 - CIR. 07/30/17 [JEN];
85318,06/20/2018,Petitioner,Accepted,REJECTED(352) MMR 04/07/18- CIR 06/20/18 (JOEL)
85318,03/04/2022,Petitioner,Accepted,PASSED [352] MMR 07/2021 [JOEL]
85332,07/31/2017,Petitioner,No Action,ML (346) OR# 165644 - CIR. 08/20/17 [JEN];
85332,07/28/2018,Petitioner,Accepted,REJECTED(346) PER MMR 04/21/18- CIR 07/30/18 [MENG];
85332,07/03/2019,Petitioner,Accepted,INITIATED (346) MMR (03/25/2019) (ANN)
85332,09/08/2020,Regular,Accepted,RAISED [346] MMR 02/22/2020 CIR. 09/10/2020 [JOEL]
85332,10/13/2022,Regular,Accepted,MM CERT ISSUED 09/29/2022 S.I NO. 220024; PROF EXAM 02/27/2021 [JOEL]
85333,07/31/2017,Petitioner,No Action,ML (346) OR# 165644 - CIR. 08/10/17 [JEN];
85333,07/28/2018,Petitioner,Accepted,REJECTED(346) PER MMR 04/21/18- CIR 07/30/18 [MENG];
85333,07/03/2019,Petitioner,Accepted,INITIATED (346) MMR (03/23/2019) (ANN)
85333,12/16/2019,Regular,Accepted,RAISED [346] MMR 09/20/19- CIR. 12/20/19 [JOEL]
85334,07/31/2017,Petitioner,No Action,ML (346) OR# 165644 - CIR. 08/10/17 [JEN];
85334,07/28/2018,Petitioner,Accepted,REJECTED(346) PER MMR 04/21/18- CIR 07/30/18 [MENG];
85334,07/03/2019,Petitioner,Accepted,INITIATED (346) MMR (03/23/2019) (ANN)
85334,12/16/2019,Regular,Accepted,DIMITTED [346] MMR 09/20/19- CIR. 12/20/19 [JOEL]
85335,07/31/2017,Petitioner,No Action,ML (346) OR# 165644 - CIR. 08/10/17 [JEN];
85488,09/15/2017,Petitioner,No Action,ML (15) OR# 165979 - CIR. 09/20/17 [JEN];
85488,06/14/2018,Petitioner,No Action,INITIATED (15) PER A/R 2018 
85488,07/14/2018,Regular,Accepted,RAISED(15) PER MMR 02/03/18 CIR 07/20/18 [MENG]
85488,09/11/2024,Regular,Accepted,MM CERT ISSUED 09/12/2024; PROF EXAM 04/06/2024 [JOEL]
85658,10/24/2017,Petitioner,No Action,OR#166390
85658,11/03/2017,Petitioner,No Action,ML (31) OR# 166390 - CIR. 10/30/17 [JHEZ];
85658,12/16/2019,Regular,Accepted,RAISED [31] MMR 02/12/19- CIR. 12/20/19 [JOEL]
85659,10/24/2017,Petitioner,No Action,OR#166390
85659,11/03/2017,Petitioner,No Action,ML (31) OR# 166390 - CIR. 10/30/17 [JHEZ];
85659,07/07/2018,Petitioner,Accepted,INITIATED(31) PER MMR 03/17/18 [MENG]
85659,02/19/2020,Petitioner,Accepted,PASSED [31] MMR 05/25/2019 [MON]
85659,02/20/2020,Regular,Accepted,RAISED [31] MMR 07/19- CIR. 02/20/2020 [JOEL]
85795,11/27/2017,Petitioner,No Action,ML( 346)- OR#166774- CIR. 11/30/17 (FOX)
85795,07/28/2018,Petitioner,Accepted,REJECTED(346) PER MMR 04/21/18- CIR 07/30/18 [MENG];
85795,07/03/2019,Petitioner,Accepted,INITIATED (346) MMR (03/25/2019) (ANN)
85795,09/08/2020,Regular,Accepted,RAISED [346] MMR 02/22/2020 CIR. 09/10/2020 [JOEL]
85795,10/13/2022,Regular,Accepted,MM CERT ISSUED 09/29/2022 S.I NO. 220024; PROF EXAM 02/27/2021 [JOEL]
85954,01/15/2018,Petitioner,No Action,ML(51)- CIR. 01/20/18-(FOX)OR#167692
85954,09/05/2018,Petitioner,Accepted,ELECTED(51) MMR 07/14/18(JOEL)
85954,06/26/2019,Petitioner,No Action,PASSED (51) MMR (03/27/2019) (ANN)
85954,06/26/2019,Petitioner,No Action,INITIATED (51) MMR (03/27/2019) (ANN)
85954,08/05/2019,Regular,Accepted,RAISED [51] MMR 05/18/19- CIR. 08/10/19 [JOEL]
85954,11/24/2020,Regular,Accepted,MASTER MASON CERT ISSUED 11/11/2020 .I NO. 209813; PROFICIENCY EXAM 06/19 [JOEL]
85955,01/15/2018,Petitioner,No Action,OR#167692
85956,01/15/2018,Petitioner,No Action,ML(51) CIR. 01/20/18(FOX)- OR#167692
85956,06/26/2019,Petitioner,Accepted,PASSED (51) MMR (03/27/2019) (ANN)
85956,06/26/2019,Petitioner,Accepted,INITIATED (51) MMR (03/27/2019) (ANN)
85956,08/05/2019,Regular,Accepted,RAISED [51] MMR 05/18/19- CIR. 08/10/19 [JOEL]
85956,11/24/2020,Regular,Accepted,MASTER MASON CERT ISSUED 11/11/2020 .I NO. 209813; PROFICIENCY EXAM 06/19 [JOEL]
85956,10/09/2024,Honorary,Accepted,HONORARY CERT ISSUED 09/26/2024 [JOEL]
85993,08/10/2023,Affiliate,No Action,PET FOR AFFILIATION [31] FROM PERDONA Y ABRAZA MASONIC LODGE NO. 441
85993,08/10/2023,Affiliate,No Action,PET FOR AFFILIATION [31] FROM PERDONA Y ABRAZA MASONIC LODGE NO. 441- CIR 08/10/2023 [JOEL]
85993,01/19/2024,Affiliate,No Action,REJECTED [ 31 ] MMR 01/2024 CIR 01/20/2024 [JOEL]
85994,08/16/2023,Petitioner,Accepted,PET FOR AFFILIATION [31] FROM PERDONA Y. ABRAZA MASONIC LODGE NO. 441
85994,08/16/2023,Petitioner,Accepted,PET FOR AFFILIATION [31] FROM PERDONA Y. ABRAZA MASONIC LODGE NO. 441- CIR 08/20/ 2023 [JOEL] 
85994,01/19/2024,Affiliated,Accepted,AFFILIATED [ 31 ] MMR 01/2024 CIR 01/20/2024 [JOEL]
86074,08/16/2023,Affiliate,No Action,PET FOR AFFILIATION [31] FROM PERDONA Y. ABRAZA MASONIC LODGE NO. 441
86074,08/16/2023,Affiliate,No Action,PET FOR AFFILIATION [31] FROM PERDONA Y. ABRAZA MASONIC LODGE NO. 441- CIR 08/20/2023 [JOEL]
86074,01/19/2024,Affiliated,Accepted,AFFILIATED [ 31 ] MMR 01/2024 CIR 01/20/2024 [JOEL]
86205,08/16/2023,Affiliate,Accepted,PET FOR AFFILIATION [31] FROM PERDONA Y. ABRAZA MASONIC LODGE NO. 441
86205,08/16/2023,Affiliate,No Action,PET FOR AFFILIATION [31] FROM PERDONA Y. ABRAZA MASONIC LODGE NO. 441- CIR 08/20/2023 [JOEL]
86205,01/19/2024,Affiliated,Accepted,AFFILIATED [ 31 ] MMR 01/2024 CIR 01/20/2024 [JOEL]
86207,08/16/2023,Petitioner,Accepted,PET FOR AFFILIATION [31] FROM PERDONA Y. ABRAZA MASONIC LODGE NO. 441
86207,08/16/2023,Petitioner,Accepted,PET FOR AFFILIATION [31] FROM PERDONA Y. ABRAZA MASONIC LODGE NO. 441- CIR 08/20/2023 [JOEL]
86207,01/19/2024,Affiliated,Accepted,AFFILIATED [ 31 ] MMR 01/2024 CIR 01/20/2024 [JOEL]
86208,08/16/2023,Affiliate,No Action,PET FOR AFFILIATION [31] FROM PERDONA Y. ABRAZA MASONIC LODGE NO. 441
86208,08/16/2023,Affiliate,No Action,PET FOR AFFILIATION [31] FROM PERDONA Y. ABRAZA MASONIC LODGE NO. 441- CIR 0820/2023 [JOEL]
86208,01/19/2024,Affiliated,Accepted,AFFILIATED [ 31 ] MMR 01/2024 CIR 01/20/2024 [JOEL]
86334,03/26/2018,Petitioner,No Action,ML(15) CIR. 05/10/18(JOEL)OR#168627
86334,07/01/2019,Petitioner,Accepted,INITIATED (349) MMR (05/04/2019) (ANN)
86334,11/11/2021,Dual,Accepted,RAISED [15] MMR 11/2021- CIR. 11/20/2021 [JOEL]
86334,03/04/2022,Regular,Accepted, MM CERT ISSUED 12/15/2021 S.I NO. 214457; PROF EXAM 11/06/2021[JOEL]
86335,03/26/2018,Petitioner,No Action,ML(15) CIR. 05/10/18(JOEL)OR#168627
86335,07/01/2019,Petitioner,Accepted,INITIATED (15) MMR (05/04/2019) (ANN)
86335,11/11/2021,Regular,Accepted,RAISED [15] MMR 11/2021- CIR. 11/20/2021 [JOEL]
86335,03/04/2022,Regular,Accepted, MM CERT ISSUED 12/15/2021 S.I NO. 214457; PROF EXAM 11/06/2021[JOEL]
86419,04/19/2018,Petitioner,No Action,ML(15) CIR. 05/20/18(JOEL) OR#168827
86419,04/08/2022,Regular,Accepted,RAISED [15]  MMR 03/2022 CIR. 04/10/2022 [JOEL]
86419,04/05/2024,Regular,Accepted,MM CERT ISSUED 09/12/2024; PROF EXAM 02/03/2024 [JOEL]
86430,04/23/2018,Petitioner,No Action,ML(31) CIR. 05/30/18(JOEL) OR#168881
86430,02/19/2020,Petitioner,Accepted,INITIATED [31] MMR 08/10/2019 [MON]
86430,02/19/2021,Petitioner,Accepted,PASSED [31] MMR 12/17/2020 [JOEL]
86430,03/18/2022,Regular,Accepted,raised [31] mmr 02/2021 cir. 03/20/2022 [joel]
86430,01/18/2024,Regular,Accepted,PROFICIENCY EXAM 01/23/2023 PER WHITE CARD [JOEL]
86431,04/23/2018,Petitioner,No Action,ML(31) CIR. 05/30/18(JOEL) OR#168881
86431,01/17/2023,Regular,Accepted,RAISED [31] MMR 01/2022 CIR. 01/20/2023 [JOEL]
86873,07/16/2018,Petitioner,No Action,ML(69) CIR 07/20/18 [MENG] OR#169555
86873,02/19/2019,Petitioner,Accepted,ELECTED 11/03/18  MMR 11/03/18 RONA 
86873,08/07/2019,Regular,Accepted,RAISED [69 ] MMR 04/06/19- CIR. 08/10/19 [JOEL]
86873,03/17/2022,Regular,Accepted,MM CERT ISSUED 03/09/2022 S.I NO. 216020; PROF EXAM 08/03/2019 [JOEL]
86873,06/20/2024,Regular,Accepted,DECEASED [ 69 ] MMR 05/2024 CIR 06/20/2024 [JOEL]
86874,07/16/2018,Petitioner,No Action,ML(69) CIR 07/20/18 [MENG] OR#169555
86874,02/19/2019,Petitioner,Accepted,ELECTED 11/03/18  MMR 11/03/18 RONA 
86874,08/07/2019,Regular,Accepted,RAISED [69 ] MMR 04/06/19- CIR. 08/10/19 [JOEL]
86874,03/17/2022,Regular,Accepted,MM CERT ISSUED 03/09/2022 S.I NO. 216022; PROF EXAM 07/06/2019 [JOEL]
86875,07/16/2018,Petitioner,No Action,ML(69) CIR 07/20/18 [MENG] OR#169555
86875,02/19/2019,Petitioner,Accepted,ELECTED 11/03/18  MMR 11/03/18 RONA 
86876,07/16/2018,Petitioner,Accepted,ML(69) CIR 07/20/18 [MENG] OR#169555
86876,02/19/2019,Petitioner,Accepted,ELECTED 11/03/18  MMR 11/03/18 RONA 
86876,08/07/2019,Regular,Accepted,RAISED [69 ] MMR 04/06/19- CIR. 08/10/19 [JOEL]
86876,11/10/2022,Regular,Accepted,MM CERT ISSUED 07/11/2022 S.I NO. 218845; PROF EXAM 03/2022 [JOEL] 
86887,07/19/2018,Petitioner,Accepted,ML(69) CIR 07/20/18 [MENG] OR#169555
86887,02/19/2019,Petitioner,Accepted,ELECTED 11/03/18  MMR 11/03/18 RONA 
86887,08/07/2019,Regular,Accepted,RAISED [69 ] MMR 04/06/19- CIR. 08/10/19 [JOEL]
86887,03/17/2022,Regular,Accepted,MM CERT ISSUED 03/09/2022 S.I NO. 216016; PROF EXAM 10/05/2019 [JOEL]
87103,06/15/2021,Regular,Accepted,MEMBER COMMITTEE ON MASONIC TEMPLES AND BUILDINGS MY 2021-2022 [ALEX]
87103,06/16/2021,Regular,Accepted,MEMBER COMMITTEE ON CHARITY MY 2021-2022 [ALEX]
87103,06/16/2021,Regular,Accepted,MEMBER COMMITTEE ON ENVIRONMENT AND DISASTER PREPAREDNESS MY 2021-2022 [ALEX]
87103,06/07/2023,Regular,Accepted,MEMBERS COMMITTEE ON CAVITE AFFAIRS MY 2022-2023 (SALVADOR)
87103,06/09/2023,Regular,Accepted,DGL (MD RIV - CAVITE  (EAST) MY 2023-2024 (SALVADOR)
87103,06/13/2023,Regular,Accepted,MEMBERS COMMITTEE ON THE REVISION OF THE CONSTITUTION MY 2023-2024 (SALVADOR)
87103,06/13/2023,Regular,Accepted,VICE CHAIRMAN COMMITTEE ON GRAND LODGE SCHOLARSHIP MY 2023-2024 (SALVADOR)
87103,06/13/2023,Regular,Accepted,MEMBERS COMMITTEE ON CAVITE AFFAIRS MY 2023-2024 (SALVADOR)
87103,06/13/2023,Regular,Accepted,MEMBERS COMMITTEE ON CHARITY MY 2023-2024 (SALVADOR)
87103,09/13/2023,Regular,Accepted,PM CERT APRON & JEWEL ISSUED 02/28/2023 [JOEL]
87103,05/16/2025,Regular,No Action,"GRAND ORATOR, MY - 2024 - 2025"
87103,05/21/2025,Regular,No Action,"GRAND ORATOR, MY 2025 - 2026"
87103,05/27/2025,Honorary,Accepted,HONORARY CERT ISSUED 05/19/2025 [JOEL]
87109,09/20/2018,Petitioner,No Action,ML(31) CIR. 09/20/18(JOEL) OR#170022
87109,01/19/2019,Petitioner,Accepted,REJECTED(31) MMR 10/13./18- CIR. 01/20/19 [JOEL]
87109,02/19/2020,Petitioner,Accepted,INITIATED [31] MMR 05/18/2019 [MON]
87109,02/20/2020,Regular,Accepted,RAISED [31] MMR 07/19- CIR. 02/20/2020 [JOEL]
87109,03/07/2024,Regular,Accepted,MM CERT ISSUED 01/20/2023; PROF EXAM 09/30/2019 [JOEL]
87109,05/19/2025,Regular,No Action,"LAYOUT EDITOR & ART DIRECTOR, THE CABLE TOW, MY 2025 - 2026"
87110,09/20/2018,Petitioner,No Action,ML(31) CIR. 09/20/18(JOEL)OR#170025
87110,02/19/2020,Petitioner,Accepted,INITIATED [31] MMR 05/18/2019 [MON]
87110,02/19/2021,Regular,Accepted,RAISED [31] MMR 01/14/2020 CIR. 02/20/2021 [JOEL]
87110,03/07/2024,Regular,Accepted,MM CERT ISSUED 01/20/2023; PROF EXAM 11/26/2022 [JOEL]
87110,03/07/2024,Regular,Accepted,CHANGE OF KIN [ LEOVINA E. QUERUBIN]  PER SUBMITTED DOCUMENTS-COURT DECISION OF CIVIL CASE NO. SPL-2245-19; FOR DECLARATION OF NULLITY OF MARRIAGE-NULL & VOID DUE TO PSYCHOLOGICAL INCAPACITY OF THE PETITIONER CAROLINO O. DAVID [JOEL]
87148,07/10/2023,Affiliate,No Action,PET FOR AFFILIATION [15] FROM PERDONA Y. ABRAZA MASONIC LODGE NO. 441
87148,07/10/2023,Affiliate,No Action,PET FOR AFFILIATION [15] FROM PERDONA Y. ABRAZA MASONIC LODGE NO. 441- CIR 07/10/2023 [JOEL]
87148,12/09/2023,Affiliate,Accepted,AFFILIATED [15] MMR 11/2023 CIR 12/10/2023 [JOEL]
87255,11/06/2018,Petitioner,No Action,ML (31) CIR. 11/10/18 OR#170276 [MENG];
87255,02/19/2020,Petitioner,Accepted,INITIATED [31] MMR 05/18/2019 [MON]
87255,02/19/2021,Regular,Accepted,RAISED [31] MMR 01/14/2020 CIR. 02/20/2021 [JOEL]
87355,03/02/2023,Regular,Accepted,RAISED per 2022 A/R [JOEL]
87355,02/18/2025,Regular,Accepted,PM CERT & APRON ISSUED 02/11/2024 [JOEL] JEWEL ISSUED 02/25/2025
87355,05/19/2025,Regular,No Action,"DGL, RIV CAVITE (EAST) MY 2025 -2026"
87356,03/02/2023,Regular,Accepted,RAISED per 2022 A/R [JOEL]
87357,05/12/2022,Regular,Accepted,RAISED [448] PER MESSAGE OF RW RAUL CANON THRU MS. FELINA [JOEL]
87357,06/07/2023,Regular,Accepted,MEMBERS COMMITTEE ON PRELIMINARY INVESTIGATION MY 2022-2023 (SALVADOR) 
87440,03/02/2023,Regular,Accepted,RAISED per 2022 A/R [JOEL]
87440,06/13/2023,Regular,Accepted,MEMBERS COMMITTEE ON THE REVISION OF THE CONSTITUTION MY 2023-2024 (SALVADOR)
87440,06/13/2023,Regular,Accepted,MEMBERS COMMITTEE ON PRELIMINARY INVESTIGATION MY 2023-2024 (SALVADOR)
87440,10/09/2024,Regular,Accepted,DGL [ MD RIV- CAVITE- EAST ] MY 2024-2025 [JOEL]
87440,05/16/2025,Regular,No Action,"SENIOR GRAND LECTURER, MY - 2024 - 2025"
87440,05/19/2025,Regular,No Action,"VICE PRESIDENT & DIRECTOR FOR COURSE DEV. IMES, MY 2024 - 2025"
87440,05/19/2025,Regular,No Action,"SENIOR ASSOCIATE EDITOR, THE CABLE TOW, MY 2025 - 2026"
87440,05/21/2025,Regular,No Action,"SENIOR GRAND LECTURER, MY 2025 - 2026"
87625,02/28/2019,Petitioner,No Action,ML(346) CIR. 03/10/19 [JOEL]
87625,09/26/2019,Petitioner,Accepted,REJECTED [346] MMR 07/27/19- CIR. 09/30/19 [JOEL]
87626,02/28/2019,Petitioner,No Action,ML(346) CIR. 03/10/19 [JOEL]
87626,09/26/2019,Petitioner,Accepted,REJECTED [346] MMR 06/22/19- CIR. 09/30/19 [JOEL]
87626,02/19/2021,Petitioner,Accepted,INITIATED [346] MMR 01/30/2021 [JOEL]
87627,02/28/2019,Petitioner,No Action,ML(346) CIR. 03/10/19 [JOEL]
87627,09/26/2019,Petitioner,Accepted,REJECTED [346] MMR 07/27/19- CIR. 09/30/19 [JOEL]
87627,02/28/2020,Petitioner,Accepted,REJECTED [346] MMR 11/22/19- CIR. 02/29/2020 [JOEL]
87627,02/19/2021,Petitioner,Accepted,INITIATED [346] MMR 01/30/2021 [JOEL]
87627,03/23/2022,Regular,Accepted,PASSING AND RAISING  [346] PER 021 A/R [JOEL]
87627,12/09/2024,Regular,Accepted,MM CERT ISSUED 11/30/2024; PROF EXAM 02/24/2024 [JOEL]
87628,02/28/2019,Petitioner,No Action,ML(346) CIR. 03/10/19 [JOEL]
87628,02/19/2021,Petitioner,Accepted,INITIATED [346] MMR 12/12/2020 [JOEL]
87651,03/15/2019,Petitioner,No Action,ML(346) CIR. 03/20/19 [JOEL]
87651,02/19/2021,Petitioner,Accepted,INITIATED [346] MMR 12/12/2020 [JOEL]
87651,03/23/2022,Regular,Accepted,PASSING AND RAISING  [346] PER 021 A/R [JOEL]
87651,10/13/2022,Regular,Accepted,MM CERT ISSUED 09/29/2022 S.I NO. 220024; PROF EXAM 05/28/2022 [JOEL]
87715,04/05/2019,Petitioner,No Action,ML(69) CIR.04/10/19[JOAN]
87715,10/19/2020,Regular,Accepted,RAISED [69] MMR 01/2020 CIR. 10/20/2020 [JOEL]
87715,03/17/2022,Regular,Accepted,MM CERT ISSUED 03/09/2022 S.I NO. 216017; PROF EXAM 10/02/2021 [JOEL]
87716,04/05/2019,Petitioner,No Action,ML(69) CIR.04/10/19[JOAN]
87716,10/19/2020,Regular,Accepted,RAISED [69] MMR 01/2020 CIR. 10/20/2020 [JOEL]
87716,11/10/2022,Regular,Accepted,MM CERT ISSUED 07/11/2022 S.I NO. 218845; PROF EXAM 03/2022 [JOEL] 
87718,04/05/2019,Petitioner,No Action,ML(69) CIR.04/10/19[JOAN]
87719,04/05/2019,Petitioner,No Action,ML(69) CIR.04/10/19[JOAN]
87719,10/19/2020,Regular,Accepted,RAISED [69] MMR 01/2020 CIR. 10/20/2020 [JOEL]
87719,03/17/2022,Regular,Accepted,MM CERT ISSUED 03/09/2022 S.I NO. 216018; PROF EXAM 12/04/2021 [JOEL]
87720,04/05/2019,Petitioner,No Action,ML(69) CIR.04/10/19[JOAN]
87720,10/19/2020,Regular,Accepted,RAISED [69] MMR 01/2020 CIR. 10/20/2020 [JOEL]
87720,11/24/2023,Regular,Accepted,MM CERT ISSUED 12/11/2023; PROF EXAM 09/02/2023 PER MMR 09/2023 [JOEL]
87721,04/05/2019,Petitioner,No Action,ML(69) CIR.04/10/19[JOAN]
87721,10/19/2020,Regular,Accepted,RAISED [69] MMR 01/2020 CIR. 10/20/2020 [JOEL]
87721,03/17/2022,Regular,Accepted,MM CERT ISSUED 03/09/2022 S.I NO. 216018; PROF EXAM 12/04/2021 [JOEL]
87722,04/05/2019,Petitioner,No Action,ML(69) CIR.04/10/19[JOAN]
87786,04/05/2019,Petitioner,No Action,ML(352) CIR. 04/10/19 [JOEL]
87786,09/20/2019,Petitioner,Accepted,INITIATED (272) MMR (07/06/19) (ANN) 
87786,12/29/2021,Regular,Accepted,RAISED [352] MMR 12/04/2021 CIR. 12/30/2021[JOEL]
87786,07/25/2024,Regular,Accepted,MM CERT ISSUED 05/23/2024; PROF EXAM 01/08/2022 [JOEL]
87789,04/16/2019,Petitioner,No Action,ML(31) CIR.04/20/2019[JOAN]
87818,04/22/2019,Petitioner,No Action,ML(31) CIR.05/30/2019[JOEL]
87818,02/19/2020,Petitioner,Accepted,INITIATED [31] MMR 08/10/2019 [MON]
87818,02/19/2021,Petitioner,Accepted,PASSED [31] MMR 11/19/2020 [JOEL]
87818,03/18/2022,Regular,Accepted,RAISED [31] MMR 11/2021 CIR. 03/20/2022 [JOEL]
87818,03/07/2024,Regular,Accepted,MM CERT ISSUED 01/20/2023; PROF EXAM 11/26/2022 [JOEL]
87819,04/22/2019,Petitioner,No Action,ML(31) CIR.05/30/2019[JOEL]
87819,02/19/2021,Regular,Accepted,RAISED [31] MMR 01/14/2020 CIR. 02/20/2021 [JOEL]
87819,03/07/2024,Regular,Accepted,MM CERT ISSUED 01/20/2023; PROF EXAM 11/26/2022 [JOEL]
87876,08/16/2023,Affiliate,No Action,PET FOR AFFILIATION [31] FROM PERDONA Y. ABRAZA MASONIC LODGE NO. 441
87876,08/16/2023,Affiliate,No Action,PET FOR AFFILIATION [31] FROM PERDONA Y. ABRAZA MASONIC LODGE NO. 441- CIR 08/20/2023 [JOEL]
87876,01/19/2024,Affiliated,Accepted,AFFILIATED [ 31 ] MMR 01/2024 CIR 01/20/2024 [JOEL]
87897,05/09/2019,Petitioner,No Action,ML (352) CIR. 05/10/19 [JOEL]
87898,05/09/2019,Petitioner,No Action,ML (352) CIR. 05/10/19 [JOEL]
87898,09/20/2019,Petitioner,Accepted,INITIATED (352) MMR (07/06/19) (ANN) 
87898,02/21/2020,Petitioner,Accepted,PASSED [352] MMR 10/05/2019 [MON]
87898,06/05/2025,Petitioner,Accepted,DROPPED PER APPROVED  LODGE RESOLUTION 12/07/2024 [JOEL]
87899,05/09/2019,Petitioner,No Action,ML (352) CIR. 05/10/19 [JOEL]
87899,02/13/2024,Petitioner,Accepted,INITIATED & PASSED PER 2020 A/R [JOEL]
87899,02/10/2024,Regular,Accepted,RAISED [352] MMR 01/2024 CIR 02/10/2024 [JOEL]
87900,05/09/2019,Petitioner,No Action,ML (352) CIR. 05/10/19 [JOEL]
87900,09/20/2019,Petitioner,Accepted,INITIATED (352) MMR (07/06/19) (ANN) 
87900,06/05/2025,Petitioner,Accepted,DROPPED PER APPROVED  LODGE RESOLUTION 12/07/2024 [JOEL]
88044,06/20/2019,Petitioner,No Action,ML [51] CIR. 06/20/19 [JOEL]
88189,07/10/2019,Petitioner,No Action,ML [352]- CIR. 07/20/19 [JOEL]
88189,12/29/2021,Petitioner,Accepted,REJECTED [352] MMR 03/06/2021  CIR. 12/30/2021 [JOEL]
88189,06/05/2025,Petitioner,Accepted,DROPPED PER APPROVED  LODGE RESOLUTION 12/07/2024 [JOEL]
88190,07/10/2019,Petitioner,No Action,ML [352]- CIR. 07/20/19 [JOEL]
88190,11/11/2020,Petitioner,Accepted,ELECTED [352] MMR 11/07/2020 [JOEL]
88190,06/05/2025,Petitioner,Accepted,DROPPED PER APPROVED  LODGE RESOLUTION 12/07/2024 [JOEL]
88191,07/10/2019,Petitioner,No Action,ML [352]- CIR. 07/20/19 [JOEL]
88191,02/21/2020,Petitioner,Accepted,INITIATED [352] MMR 10/05/2019 [MON]
88191,01/11/2021,Petitioner,Accepted,PASSED [352] MMR 01/02/2021
88191,12/29/2021,Regular,Accepted,RAISED [352] MMR 12/04/2021 CIR. 12/30/2021[JOEL]
88191,07/25/2024,Regular,Accepted,MM CERT ISSUED 05/23/2024; PROF EXAM 08/05/2023 [JOEL]
88192,07/10/2019,Petitioner,No Action,ML [352]- CIR. 07/20/19 [JOEL]
88192,02/21/2020,Petitioner,Accepted,ELECTED [352] MMR 09/07/2019 [MON]
88192,01/11/2021,Petitioner,Accepted,PASSED [352] MMR 01/02/2021[JOEL]
88192,12/29/2022,Regular,Accepted,RAISED [352] MMR 10/2022 CIR. 12/30/2022 [JOEL]
88192,07/25/2024,Regular,Accepted,MM CERT ISSUED 05/23/2024; PROF EXAM 12/02/2023 [JOEL]
88193,07/10/2019,Petitioner,No Action,ML [352]- CIR. 07/20/19 [JOEL]
88193,12/29/2021,Petitioner,Accepted,REJECTED [352] MMR 03/06/2021  CIR. 12/30/2021 [JOEL]
