ID,Date (Activities),Type (Activities),Action (Activities),Notes (Activities)
71083,07/03/2024,Regular,Accepted,MM CERT ISSUED 06/13/2024; PROF EXAM 03/02/2024 [JOEL]
71084,02/12/2014,Regular,Accepted,SNPD (69) PER 2013 AR [JEN]; 
71084,01/20/2017,Regular,Accepted,"REST (69) PER LODGE LTR DTD 12/22/16 ""RESTORED PER THEIR PAYMENTS"" APPRVD BY AGS YABUT 01/19/17 - CIR. 01/10/17 [JEN];"
71153,08/26/2016,Regular,Accepted,MM CERT (346) ISSUED PER SI# 187400 DTD 7/28/16 PROF.EXM DTD 08/24/14 [ROSE];
71154,03/09/2012,Regular,Accepted,NEW ADDRESS (346) PER 2011 AR (fav 03/09/12);
71154,11/27/2024,Regular,Accepted,MM CERT ISSUED; PROF EXAM 10/22/2022 [JOEL]
71158,02/12/2014,Regular,Accepted,SNPD (69) PER 2013 AR [JEN]; 
71235,12/21/2016,Regular,Accepted,"MM CERT (15) ISSUED PER SI# 189511 DTD 12/02/16, PROF. EXM DTD 11/05/16 [NAZ];"
71235,10/09/2024,Regular,Accepted,MM CERT ISSUED 10/01/2024; PROF EXAM 11/05/2016 [JOEL]
71236,11/05/2024,Regular,Accepted,MM CERT ISSUED 10/28/2024; PROF EXAM 06/05/2008 [JOEL]
71380,02/27/2010,Regular,Accepted,RAISED PER 2009 AR (ann02/27/10); 
71380,03/20/2014,Regular,Accepted,SNPD (352) 11/09/13 PER AR 2013 [JEN]; 
71381,07/04/2014,Regular,Accepted,"MM CERT (352) ISSUED PER SI# 174093 DTD 06/05/14, PROF. EXM DTD 04/05/08 [JEN];"
71381,01/14/2016,Regular,Accepted,SNPD (352) PER MMR 01/02/16 - CIR. 01/10/16 [JEN]; 
71478,03/20/2014,Regular,Accepted,SNPD (352) 11/09/13 PER AR 2013 [JEN]; 
71492,01/13/2017,Petitioner,No Action,SNPD (15) PER MMR 06/04/16 - CIR. 12/30/16 [JEN];
71493,06/09/2018,Regular,Accepted,DGL 2018 ( MD R IV) [NES]
71493,11/15/2018,Regular,Accepted,PM CERT (15) ISSUED PER SI# 199861 DTD 08/23/18  [nes];
71493,06/30/2023,Regular,Accepted,DECEASED [15] MMR 05/2023 CIR. 06/30/2023 [JOEL]
71494,11/05/2024,Regular,Accepted,MM CERT ISSUED 10/28/2024; PROF EXAM 10/04/2008 [JOEL]
71495,11/05/2024,Regular,Accepted,MM CERT ISSUED 10/28/2024; PROF EXAM 11/09/2013 [JOEL]
71658,01/14/2013,Dual,No Action,PET. FOR PLM W/ (352) RCVD. 01/07/13 - CIR. 01/10/13 [JEN];
71658,07/22/2014,Dual,Accepted,PLURAL (352) 10/05/13 PER 2013 AR [JEN];
71658,06/28/2018,Regular,Accepted,PM CERT(352) ISSUED#(MENG)
71658,07/19/2018,Regular,Accepted,"IPM ISSUED JULY 13, 2018 [NES]"
71658,08/28/2019,Regular,Accepted,PM CERT (352) ISSUED PER SI NO. 201639 DTD (01/22/19) (ANN)
71658,06/09/2023,Regular,Accepted,DGL (MD RIV - CAVITE  (EAST) MY 2023-2024 (SALVADOR)
71860,02/27/2020,Regular,Accepted,DEMITED [51] A/R/ [2019] [MON]
71860,02/02/2023,Regular,Accepted,"CLERICAL ERROR IN REPORTING PER LODGE LETTER DATED 01/03/2023 APPROVED BY VW OLIVER V. YABUT, AGS [JOEL]"
71905,\N,Regular,Accepted,SNPD (31) 12/16/10 PER MMR 12/16/10 - CIR. 03/20/11 (ann); 
71959,04/03/2012,Regular,Accepted,SNPD (31) PER 2011 AR [JEN];
72176,\N,Regular,Accepted,DECEASED (31) PER MMR 12/15/11 - CIR. 01/30/12 [JEN];
72245,11/05/2024,Regular,Accepted,PMM CERT ISSUED 10/28/2024; ROF EXAM 11/07/2009 [JOEL]
72246,04/07/2014,Regular,Accepted,PM CERT. (15) ISSUED PER SI# DTD 02/01/14 [JEN]; 
72246,05/15/2017,Regular,Accepted,JUNIOR GRAND LECTURER (SOUTHERN LUZON - CAVITE & LAGUNA) 2017 [JEN];
72246,06/13/2018,Regular,Accepted,GLI(51)2018 JOEL 
72246,11/15/2018,Regular,Accepted,PM CERT (15) ISSUED PER SI# 199861 DTD 08/23/18  [nes];
72246,06/27/2019,Charter,Accepted,CM (448) 09/03/2018 (ANN)
72246,12/16/2019,Regular,Accepted,DDGM- MD RIV CAVITE [EAST] 2019 [JOEL]
72246,06/16/2021,Regular,Accepted,CHAIRMAN COMMITTEE ON GLP LINK MY 2021-2022 [ALEX]
72246,02/02/2022,Regular,Accepted,"HIRAM MEDAL AWARD APPROVED BY MW DANILO D. ANGELES, PGM, GRAND SECRETARY ISSUED 01/27/2022 [JOEL]"
72246,06/08/2022,Regular,Accepted,GRAND PURSUIVANT MY 2022-2023 [JOEL]
72246,02/16/2023,Regular,Accepted,PUBLIC RELATIONS OFFICER  MY 2022-2023 [JOEL]
72246,06/07/2023,Regular,Accepted,"TECHNICAL WORKING GROUP COMMITTEE ON ADMIN OF LODGES, RETURNS & CHARTERS MY 2022-2023 (SALVADOR)"
72246,06/07/2023,Regular,Accepted,VICE CHAIRMAN COMMITTEE ON LODGE SCHOLARSHIP MY 2022-2023 (SALVADOR) 
72246,06/07/2023,Regular,Accepted,MEMBERS COMMITTEE ON WAYS AND MEANS MY 2022-2023 (SALVADOR) 
72246,06/07/2023,Regular,Accepted,MEMBERS COMMITTEE ON FINANCIAL RELIEF & ASSISTANCE MY 2022-2023 (SALVADOR)
72246,06/07/2023,Regular,Accepted,MEMBERS COMMITTEE ON CAVITE AFFAIRS MY 2022-2023 (SALVADOR)
72246,06/07/2023,Regular,Accepted,MEMBERS COMMITTEE ON SPORTS MY 2022-2023 (SALVADOR)
72246,06/07/2023,Regular,Accepted,CHAIRMAN COMMITTEE ON PUBLIC RELATIONS MY 2022-2023 (SALVADOR)
72246,06/08/2023,Regular,Accepted,JUNIOR GRAND WARDEN MY 2023-2024 (SALVADOR)
72246,06/13/2023,Regular,Accepted,MEMBERS COMMITTEE ON FINANCE MY 2023-2024 (SALVADOR)
72246,06/13/2023,Regular,Accepted,CHAIRMAN COMMITTEE ON GRAND LODGE SCHOLARSHIP MY 2023-2024 (SALVADOR)
72246,06/13/2023,Regular,Accepted,MEMBERS COMMITTEE ON CAVITE AFFAIRS MY 2023-2024 (SALVADOR)
72246,06/13/2023,Regular,Accepted,VICE CHAIRMAN COMMITTEE ON CHARITY MY 2023-2024 (SALVADOR)
72246,06/19/2024,Regular,Accepted,SENIOR GRAND WARDEN MY 2024-2025 [JOEL]
72246,12/06/2024,Regular,Accepted,MEMBERS- COMMITTEE ON FINANCE MY 2024-2025 [JOEL]
72246,05/16/2025,Regular,No Action,"CO-CHAIRMEN, COMMITTEE ON MASONIC ASSOCIATIONS AND CLUBS, MY-2024-2025"
72246,05/16/2025,Regular,No Action,"TECHNICAL ADVISERS, COMMITTEE ON SUBORDINATE LODGE MAPPING AND MEMBERSHIP ASSESSMENT, MY- 2024 - 2025"
72246,05/16/2025,Regular,No Action,"MEMBER, COMMITTEE ON CAVITE AFFAIRS, MY - 2024 - 2025"
72246,05/16/2025,Regular,No Action,"DEPUTY GRAND MASTER, MY - 2025 - 2026"
72246,05/19/2025,Regular,No Action,"SECRETARY, BOARD FOR GENERAL PURPOSES, MY 2025 - 2026"
72246,05/21/2025,Regular,No Action,"DEPUTY GRAND MASTER, MY 2025 - 2026"
72247,01/13/2017,Regular,Accepted,SNPD (15) PER MMR 06/04/16 - CIR. 12/30/16 [JEN];
72248,05/31/2017,Regular,Accepted,DGL (MD RIV CAVITE-EAST) 2017 [JEN];
72248,11/15/2018,Regular,Accepted,PM CERT (15) ISSUED PER SI# 199861 DTD 08/23/18  [nes];
72248,06/08/2022,Regular,Accepted,JGL SOUTHERN LUZON  [CAVITE] MY 2022-2023 [JOEL]
72248,05/17/2025,Regular,No Action,"GRAND PURSUIVANT, MY - 2025 - 2026"
72250,05/21/2025,Regular,Accepted,SNPD [ 15 ] MMR  03/2025 CIR 05/30/2025 [JOEL]
72251,11/05/2024,Regular,Accepted,MM CERT ISSUED 10/28/2024; PROF EXAM 05/02/2009 [JOEL]
72252,11/05/2024,Regular,Accepted,MM CERT ISSUED 10/28/2024; PROF EXAM 05/02/2009 [JOEL]
72291,09/01/2023,Regular,Accepted,MM CERT ISSUED 08/02/2023; PROF XAM 06/01/2013 [JOEL]
72292,01/15/2014,Regular,Accepted,MM CERT. (69) ISSUED PER SI# 168638 DTD 11/12/13 [JEN]; 
72292,10/26/2016,Regular,Accepted,"MM CERT (69) ISSUED PER SI# 188577 DTD 10/10/16, PROF. EXM DTD 08/01/09 [ROSE];"
72292,06/21/2019,Regular,Accepted,DGL (MD RIV CAVITE (EAST) (2019) ANN
72292,06/27/2019,Charter,Accepted,CM (448) 09/03/2018 (ANN)
72292,08/09/2019,Honorary,Accepted,HON CERT (346) ISSUED PER SI NO. 201941 DTD (01/31/19) (ANN)
72292,08/15/2019,Regular,Accepted,PM CERT (69) ISSUED PER SI NO.202603 DTD (03/12/19) (ANN)
72292,05/19/2021,Regular,Accepted,GLI [448] MY 2021-2022 ALEX
72292,05/16/2025,Regular,No Action,"GRAND MARSHAL, MY - 2025 - 2026"
72292,05/19/2025,Regular,No Action,"DEPUTY CHIEF OF STAFF, CORPORATE APPOINTMENTS, MY 2025 - 2026"
72292,05/21/2025,Regular,No Action,"GRAND MARSHAL, MY 2025 - 2026"
72293,02/12/2014,Regular,Accepted,SNPD (69) PER 2013 AR [JEN]; 
72294,02/12/2014,Regular,Accepted,SNPD (69) PER 2013 AR [JEN]; 
72294,06/03/2017,Regular,Accepted,REST (69) 12/07/15 PER 2016 AR [JEN];
72294,07/28/2021,Regular,Accepted,DECEASED [69] MMR 04/2021 CIR. 07/30/2021 [JOEL]
72295,01/15/2014,Regular,Accepted,MM CERT. (69) ISSUED PER SI# 168638 DTD 11/12/13 [JEN]; 
72296,02/12/2014,Regular,Accepted,SNPD (69) PER 2013 AR [JEN]; 
72296,03/01/2016,Regular,Accepted,REST (69) 09/05/15 PER 2015 AR [JEN];
72296,03/16/2016,Regular,Accepted,REST (69) PER MMR SEPT 2015 - CIR. 02/20/16 [JEN];
72297,03/25/2010,Petitioner,Petitioner,PASSED PER MMR FEB. 2010 - CIR. 03/30/10 (ann03/25/10); 
72297,06/07/2010,Regular,Accepted,RAISED PER MMR 03/06/10 - CIR. 05/10/10 (ann); 
72297,11/04/2015,Regular,Accepted,UPDATE RECORDS (CHANGE OF ADD) PER GLP UPDATE FORM [JEN];
72297,05/16/2025,Regular,Accepted,MM CERT ISSUED 02/10/2025; PROF EXAM 05/04/2023 [JOEL]
72297,05/17/2025,Regular,No Action,"DGL, NCR-H, MY 2025 - 2026"
72298,01/24/2013,Regular,Accepted,SNPD (69) PER 2012 AR [JEN];
72301,03/09/2012,Regular,Accepted,NEW ADDRESS (346) PER 2011 AR (fav 03/09/12);
72302,12/05/2024,Regular,Accepted,MM CERT ISSUED 11/30/2024; PROF EXAM 04/20/2024 [JOEL]
72430,09/30/2024,Regular,Accepted,MM CERT ISSUED 09/18/2024; PROF EXAM 02/06/2010 [JOEL]
72431,05/21/2025,Regular,Accepted,SNPD [ 15 ] MMR  03/2025 CIR 05/30/2025 [JOEL]
72434,\N,Regular,Accepted,MM CERT (15) ISSUED PER SI # 140918 DTD 03/03/11 [JEN];
72434,07/05/2022,Regular,Accepted,GLI [CARMONA SORTEO UD] MY 2021-2022 [JOEL]
72434,10/09/2024,Regular,Accepted,DGL [ MD RIV- CAVITE- EAST ] MY 2024-2025 [JOEL]
72434,05/16/2025,Regular,No Action,"GRAND SWORD BEARER, MY - 2024 - 2025"
72434,05/16/2025,Regular,Accepted,Gli [346] My 2023-2024 [April]
72434,05/21/2025,Regular,No Action,"GRAND SWORD BEARER, MY 2025 - 2026"
72435,02/16/2016,Regular,Accepted,RAISED (15) PER MMR 10/10/15 - CIR. 01/30/16 [JEN];
72435,11/05/2024,Regular,Accepted,MM CERT ISSUED 10/28/2024; PROF EXAM 02/06/2016 [JOEL]
72436,\N,Regular,Accepted,MM CERT (15) ISSUED PER SI # 140918 DTD 03/03/11 [JEN];
72436,09/30/2024,Regular,Accepted,MM CERT ISSUED 09/18/2024; PROF EXAM 02/06/2010 [JOEL]
72456,03/09/2012,Regular,Accepted,NEW ADDRESS (346) PER 2011 AR (fav 03/09/12);
72458,12/09/2024,Regular,Accepted,MM CERT ISSUED 11/30/2024; PROF EXAM 02/24/2024 [JOEL]
72480,10/18/2010,Regular,Accepted,SNPD (15) 01/09/10 PER 2009 AR (ann); 
72516,07/22/2022,Regular,Accepted,MM CERT ISSUED 04/20/2022 S.I NO. 216916; PROF EXAM 07/10/2021 [JOEL]
72638,\N,Regular,Accepted,MM CERT (15) ISSUED PER SI # 140918 DTD 03/03/11 [JEN];
72638,12/21/2016,Regular,Accepted,"MM CERT (15) ISSUED PER SI# 189511 DTD 12/02/16, PROF. EXM DTD 07/02/11 [NAZ];"
72638,06/07/2023,Regular,Accepted,GLI (447) MY 2022-2023 (SALVADOR)
72638,10/09/2024,Regular,Accepted,DGL [ MD RIV- LAGUNA- WEST ] MY 2024-2025 [JOEL]
72789,\N,Regular,Accepted,MM CERT (15) ISSUED PER SI # 140918 DTD 03/03/11 [JEN];
72789,02/18/2022,Regular,Accepted,DECEASED [15] MMR 12/04/2021 CIR. 02/20/2022 [JOEL]
72806,02/02/2015,Regular,Accepted,SNPD (31) 12/20/14 PER 2014 AR; PER MMR 12/20/14 - CIR. 02/20/15 [JEN];
72806,03/23/2015,Regular,Accepted,REST (31) PER MMR 02/28/15 - CIR. 03/10/15 [JEN];
72998,01/13/2017,Regular,Accepted,SNPD (15) PER MMR 06/04/16 - CIR. 12/30/16 [JEN];
72999,11/05/2024,Regular,Accepted,MM CERT ISSUED 10/28/2024; PROF EXAM 05/02/2009 [JOEL]
73019,02/09/2010,General,General,INITIATED PER MMR 12/05/09 (ann02/09/10); 
73020,05/17/2025,Regular,Accepted,"DGL, NCR-A, MY 2025 - 2026"
73048,08/26/2016,Regular,Accepted,MM CERT (346) ISSUED PER SI# 187400 DTD 7/28/16 PROF.EXM DTD 11/23/13 [ROSE];
73048,02/10/2017,Regular,Accepted,PM CERT (346) ISSUED PER SI# 190172 DTD 01/14/17 [JEN];
73048,06/09/2018,Regular,Accepted,DGL 2018 ( MD R IV) [NES]
73048,08/28/2019,Regular,Accepted,HIRAM MEDAL ISSUED 08/28/19 [JOEL]
73048,06/11/2021,Dual,Accepted,DUAL FROM CHARTER [ALEX]
73048,11/29/2021,Dual,Accepted,DEMITTED [451] MMR 07/23/2021- CIR. 11/30/2021 [JOEL]
73048,09/25/2023,Honorary,Accepted,HONORARY CERT ISSUED 08/18/2023 [JOEL]
73050,12/09/2024,Regular,Accepted,MM CERT ISSUED 11/30/2024; PROF EXAM 02/24/2024 [JOEL]
73051,01/12/2017,Regular,Accepted,SNPD (346) PER MMR 12/10/16 - CIR. 01/20/17 [JEN];
73292,03/09/2012,Regular,Accepted,NEW ADDRESS (346) PER 2011 AR (fav 03/09/12);
73292,12/09/2024,Regular,Accepted,MM CERT ISSUED 11/30/2024; PROF EXAM 02/24/2024 [JOEL]
73347,04/05/2010,Petitioner,No Action,PET. ELCTD PER MMR 11/07/09 (ann04/05/10); 
73347,11/05/2010,Regular,Accepted,"INITIATED, PASSED AND RAISED PER MMR 09/04/10 - CIR. 11/10/10 (ann); "
73347,07/04/2014,Regular,Accepted,"MM CERT (352) ISSUED PER SI# 174093 DTD 06/05/14, PROF. EXM DTD 06/04/11 [JEN];"
73347,10/22/2024,Regular,Accepted,"PM CERT , PIN & APRON ISSUED 01/22/2024 [JOEL]"
73347,05/19/2025,Regular,No Action,"DGL, RIV CAVITE (EAST) MY 2025 - 2026"
73458,01/20/2010,General,General,INITIATED PER MMR 05/02/09 (ann01/20/10); 
73458,01/20/2010,General,General,PASSED PER MMR 07/04/09 (ann01/20/10); 
73458,01/28/2010,General,Accepted,RAISED PER MMR 09/05/09 - CIR. 01/30/10 (ann01/28/10); 
73458,11/15/2018,Regular,Accepted,PM CERT (15) ISSUED PER SI# 199861 DTD 08/23/18  [nes];
73458,05/21/2021,Regular,Accepted,GLI [51] MY 2019-2021 ALEX
73458,01/30/2023,Regular,Accepted,DGL [MD RIV- CAVITE-EAST] MY 2022-2023 [JOEL]
73458,11/05/2024,Regular,Accepted,MM CERT ISSUED 10/28/2024; PROF EXAM 11/05/2011 [JOEL]
73459,01/20/2010,General,General,INITIATED PER MMR 05/02/09 (ann01/20/10); 
73459,01/20/2010,General,General,PASSED PER MMR 07/04/09 (ann01/20/10); 
73459,01/28/2010,General,Accepted,RAISED PER MMR 09/05/09 - CIR. 01/30/10 (ann01/28/10); 
73459,11/05/2024,Regular,Accepted,MM CERT ISSUED 10/28/2024; PROF EXAM 11/07/2009 [JOEL]
74046,04/05/2010,Petitioner,No Action,PET. ELCTD PER MMR 11/07/09 (ann04/05/10); 
74046,10/13/2010,Regular,Accepted,"INITIATED, PASSED AND RAISED PER MMR 06/05/10 - CIR. 10/10/10 (ann); "
74046,02/11/2014,Petitioner,No Action,PM CERT. (352) ISSUED PER SI# 170655 DTD 01/30/14 [JEN]; 
74047,04/05/2010,Petitioner,No Action,PET. ELCTD PER MMR 11/07/09 (ann04/05/10); 
74047,10/01/2010,Petitioner,No Action,INITIATED PER MMR 05/01/10 (ann); 
74047,11/11/2010,Regular,Accepted,RAISED PER MMR 10/02/10 - CIR. 11/20/10 (ann); 
74047,03/20/2014,Regular,Accepted,SNPD (352) 11/09/13 PER AR 2013 [JEN]; 
74048,04/05/2010,Petitioner,No Action,PET. ELCTD PER MMR 11/07/09 (ann04/05/10); 
74048,03/23/2012,Petitioner,No Action,"INITIATED, PASSED (352)  PER 2010 AR (fav 03/23/2012);"
74068,\N,Regular,Accepted,"INITIATED, PASSED AND RAISED PER MMR 12/11/10 - CIR. 02/20/11 (ann); "
74158,04/05/2010,Petitioner,No Action,PET. ELCTD PER MMR 11/07/09 (ann04/05/10); 
74158,03/23/2012,Petitioner,No Action,"INITIATED, PASSED (352)  PER 2010 AR (fav 03/23/2012);"
74158,03/23/2012,Regular,Accepted,RAISED (352)  PER 2011 AR (fav 03/23/2012);
74158,07/04/2014,Regular,Accepted,"MM CERT (352) ISSUED PER SI# 174093 DTD 06/05/14, PROF. EXM DTD 08/06/11 [JEN];"
74158,01/14/2016,Regular,Accepted,SNPD (352) PER MMR 01/02/16 - CIR. 01/10/16 [JEN]; 
74175,03/06/2014,Regular,Accepted,SNPD (31) PER MMR 02/22/14 - CIR. 02/28/14 [JEN]; 
74176,03/06/2014,Regular,Accepted,SNPD (31) PER MMR 02/22/14 - CIR. 02/28/14 [JEN]; 
74176,01/10/2023,Regular,Accepted,RESTORED [31] MMR 11/2022 CIR. 01/10/2023 [JOEL]
74176,05/23/2024,Regular,Accepted,M M CERT ISSUED 05/31/2024; PROF EXAM 04/13/2024 [JOEL]
74177,\N,Regular,Accepted,SNPD (31) 12/16/10 PER MMR 12/16/10 - CIR. 03/20/11 (ann); 
74178,04/14/2011,Regular,Accepted,RAISED PER MMR 03/26/11 - CIR. 04/10/11 (ann); 
74178,01/05/2017,Regular,Accepted,SNPD (31) PER MMR 12/17/16 - CIR. 12/30/16 [JEN];
74178,11/25/2022,Regular,Accepted,RESTORED [31] MMR 03/2022 CIR. 11/30/2022  [JOEL]
74181,\N,Regular,Accepted,"INITIATED, PASSED AND RAISED PER MMR 12/11/10 - CIR. 02/20/11 (ann); "
74181,05/17/2012,Regular,Accepted,MM Cert. (51) Issued per S.I.#146738 dtd 11.19.11 [jho];
74181,07/04/2014,Regular,Accepted,MM CERT (51) ISSUED PER SI# 174092 DTD 06/05/14 [JEN];
74223,03/25/2010,Petitioner,Petitioner,PET. RJCTD PER MMR FEB. 2010 - CIR. 03/30/10 (ann03/25/10); 
74225,02/16/2010,Petitioner,Petitioner,PASSED PER 2009 AR; RAISED PER MMR 01/09/10 - CIR. 02/20/10 (ann02/16/10); 
74226,03/25/2010,Petitioner,Petitioner,PASSED PER MMR FEB. 2010 - CIR. 03/30/10 (ann03/25/10); 
74226,09/22/2010,Regular,Accepted,RAISED PER MMR 05/31/10 - CIR. 09/20/10 (ann); 
74227,\N,Petitioner,Petitioner,PASSED PER 2009 AR (ann); 
74349,\N,Regular,Accepted,"Initiated, Passed And Raised Per Mmr 12/11/10 - Cir. 02/20/11 (ann);"
74349,03/14/2017,Regular,Accepted,"MM CERT (51) ISSUED PER SI# 189172 DTD 11/14/16, PROF EXM DTD JULY 2015 [JEN];"
74402,01/20/2010,General,General,PET. ELCTD AND INITIATED PER MMR 08/04/09 (ann01/20/10); 
74402,01/28/2010,General,Accepted,PASSED PER MMR 09/05/09 (ann01/28/10); 
74402,01/28/2010,General,Accepted,RAISED PER MMR 11/07/09 - CIR. 01/30/10 (ann01/28/10); 
74402,11/05/2024,Regular,Accepted,MM CERT ISSUED 10/28/2024; PROF EXAM 03/06/2010 [JOEL]
74403,01/20/2010,General,General,PET. ELCTD AND INITIATED PER MMR 08/04/09 (ann01/20/10); 
74403,01/28/2010,General,Accepted,PASSED PER MMR 09/05/09 (ann01/28/10); 
74403,01/28/2010,General,Accepted,RAISED PER MMR 11/07/09 - CIR. 01/30/10 (ann01/28/10); 
74403,11/15/2018,Regular,Accepted,PM CERT (15) ISSUED PER SI# 199861 DTD 08/23/18  [nes];
74403,01/30/2023,Regular,Accepted,DGL [MD RIV- CAVITE-EAST] MY 2022-2023 [JOEL]
74404,01/20/2010,General,General,PET. ELCTD AND INITIATED PER MMR 08/04/09 (ann01/20/10); 
74404,01/28/2010,General,Accepted,PASSED PER MMR 09/05/09 (ann01/28/10); 
74404,01/28/2010,General,Accepted,RAISED PER MMR 11/07/09 - CIR. 01/30/10 (ann01/28/10); 
74491,01/29/2010,General,Accepted,RAISED PER MMR 12/12/09 - CIR. 01/30/10 (ann01/29/10); 
74491,01/05/2011,Regular,Accepted,PROF EXAM RECD. PER MINUTES DTD 07/21/10 (ann); 
74491,03/26/2013,Regular,Accepted,SNPD (31) 12/31/12 PER 2012 AR; PER MMR 02/23/13 [JEN];
74492,01/29/2010,General,Accepted,RAISED PER MMR 12/12/09 - CIR. 01/30/10 (ann01/29/10); 
74492,01/05/2011,Regular,Accepted,PROF EXAM RECD. PER MINUTES DTD 07/21/10 (ann); 
74492,03/26/2013,Regular,Accepted,SNPD (31) 12/31/12 PER 2012 AR; PER MMR 02/23/13 [JEN];
74492,12/07/2015,Regular,Accepted,REST (31) PER MMR 10/24/15 - CIR. 11/10/15 [JEN];
74563,01/20/2010,General,General,INITIATED PER MMR 12/05/09 (ann01/20/09); 
74563,01/28/2010,General,Accepted,PET. ELCTD. PER MMR 09/05/09 (ann01/28/10); 
74564,01/28/2010,General,Accepted,PET. ELCTD. PER MMR 09/05/09 (ann01/28/10); 
74564,\N,Petitioner,Petitioner,INITIATED PER 2010 AR [ann]; 
74565,01/20/2010,General,General,INITIATED PER MMR 12/05/09 (ann01/20/09); 
74565,01/28/2010,General,Accepted,PET. ELCTD. PER MMR 09/05/09 (ann01/28/10); 
74565,\N,Regular,Accepted,RAISED PER 2010 AR [ann]; 
74565,03/04/2022,Regular,Accepted, MM CERT ISSUED 12/15/2021 S.I NO. 214457; PROF EXAM 12/21/2019[JOEL]
74565,09/19/2024,Regular,Accepted,MM CERT ISSUED 09/12/2024; PROF EXAM 12/21/2019 [JOEL]
74566,01/20/2010,General,General,INITIATED PER MMR 12/05/09 (ann01/20/09); 
74566,01/28/2010,General,Accepted,PET. ELCTD. PER MMR 09/05/09 (ann01/28/10); 
74566,\N,Regular,Accepted,RAISED PER 2010 AR [ann]; 
74566,09/19/2024,Regular,Accepted,MM CERT ISSUED 09/12/2024; PROF EXAM 12/21/2019 [JOEL]
75185,09/22/2010,Regular,Accepted,"INITIATED, PASSED AND RAISED PER MMR 07/03/10 - CIR. 09/20/10 (ann); "
75186,09/22/2010,Regular,Accepted,"INITIATED, PASSED AND RAISED PER MMR 08/07/10 - CIR. 09/20/10 (ann); "
75446,02/27/2010,General,Accepted,"ML (69) PET. PRSTD. 01/09/10, GLP RCVD. 02/17/10 - CIR. 03/10/10 (ann02/27/10); "
75452,02/27/2010,General,Accepted,"ML (31) PET. PRSTD. 02/13/10, GLP RCVD. 02/25/10 - CIR. 03/10/10 (ann02/27/10); "
75452,07/14/2010,Petitioner,Petitioner,PET. ELCTD AND INITIATED PER MMR 05/08/10 (ann);
75452,08/10/2010,Petitioner,Petitioner,PASSED PER MMR 07/24/10 (ann);
75452,10/13/2010,Regular,Accepted,RAISED PER MMR SEPT. 2010 - CIR. 10/10/10 (ann); 
75452,08/04/2017,Regular,Accepted,"MM CERT (31) ISSUED PER SI# 193225 DTD 06/09/17, PROF. EXM DTD 10/22/16 [JEN];"
75453,02/27/2010,General,Accepted,"ML (31) PET. PRSTD. 02/13/10, GLP RCVD. 02/25/10 - CIR. 03/10/10 (ann02/27/10); "
75453,07/14/2010,Petitioner,Petitioner,PET. ELCTD AND INITIATED PER MMR 05/08/10 (ann); 
75453,08/10/2010,Petitioner,Petitioner,PASSED PER MMR 07/24/10 (ann); 
75453,10/13/2010,Regular,Accepted,RAISED PER MMR SEPT. 2010 - CIR. 10/10/10 (ann); 
75453,10/23/2015,Regular,Accepted,MM CERT (31) ISSUED PER SI# 180589 DTD 05/26/15 [JEN];
75453,07/04/2023,Regular,Accepted,MM CERT ISSUED 06/14/2023; PROF EXAM 03/28/2015[JOEL]
75511,03/10/2010,General,Accepted,"ML (31) PET. PRSTD. 02/13/10, GLP RCVD. 02/25/10 - CIR. 03/10/10 (ann03/10/10); "
75511,07/14/2010,Petitioner,Petitioner,PET. ELCTD AND INITIATED PER MMR 05/08/10 (ann); 
75511,08/14/2010,Petitioner,Petitioner,PASSED PER MMR 06/12/10 (ann); 
75511,03/02/2011,Regular,Accepted,RAISED PER LTR DTD 01/22/11 APPRVD. BY GS ANGELES (ann); 
75511,05/31/2017,Regular,Accepted,"MM CERT (31) ISSUED PER SI# 192778 DTD 05/10/17, PROF. EXM DTD 02/25/17 [JHEZ];"
75512,03/10/2010,General,Accepted,"ML (31) PET. PRSTD. 02/13/10, GLP RCVD. 02/25/10 - CIR. 03/10/10 (ann03/10/10); "
75512,07/14/2010,Petitioner,Petitioner,PET. ELCTD AND INITIATED PER  MMR 05/08/10 (ann); 
75512,08/14/2010,Petitioner,Petitioner,PASSED PER MMR 06/12/10 (ann); 
75512,03/02/2011,Regular,Accepted,RAISED PER LTR DTD 01/22/11 APPRVD. BY GS ANGELES (ann); 
75512,03/06/2014,Regular,Accepted,SNPD (31) PER MMR 02/22/14 - CIR. 02/28/14 [JEN]; 
75683,06/04/2010,Petitioner,Petitioner,"ML (346) PET PRSTD. 02/27/10, GLP RCVD. 04/12/10 - CIR. 04/30/10 (ann); "
75683,\N,Regular,Accepted,"INITIATED, PASSED AND RAISED PER MMR 12/04/10 - CIR. 04/20/11 (ann); "
75683,03/09/2012,Regular,Accepted,NEW ADDRESS (346) PER 2011 AR (fav 03/09/12);
75683,06/27/2013,Regular,Accepted,"MM CERT. (346) ISSUED PER SI#159540 DTD 06/10/13 PROF. EXAMS DTD JANUARY 22, 2011 [DARIO]:"
75683,06/11/2021,Dual,Accepted,DUAL FROM CHARTER [ALEX]
75683,11/29/2021,Dual,Accepted,DEMITTED [451] MMR 07/23/2021- CIR. 11/30/2021 [JOEL]
75683,06/07/2023,Regular,Accepted,GLI (346) MY 2022-2023 (SALVADOR)
75683,06/09/2023,Regular,Accepted,DGL (MD RIV - CAVITE  (EAST) MY 2023-2024 (SALVADOR)
